Tipo de Mapa;Clave;Presencia;Factor de Carga;Tiempo
STL;UserID;No almacenados;0.0948362;1.96747
Hashing Encadenado;UserID;Almacenados;0.142254;0.088903
Hashing Encadenado;UserID;No almacenados;0.142254;0.105937
Linear Probing;UserID;Almacenados;0.142254;0.203853
Linear Probing;UserID;No almacenados;0.142254;0.278439
Cuadratic Probing;UserID;Almacenados;0.142254;0.194652
Cuadratic Probing;UserID;No almacenados;0.142254;0.276545
Double Hashing;UserID;Almacenados;0.142254;0.149185
Double Hashing;UserID;No almacenados;0.142254;0.232495
STL;UserID;Almacenados;0.142254;0.171907
STL;UserID;No almacenados;0.142254;1.89614
Hashing Encadenado;UserID;Almacenados;0.189672;0.090667
Hashing Encadenado;UserID;No almacenados;0.189672;0.106159
Linear Probing;UserID;Almacenados;0.189672;0.204945
Linear Probing;UserID;No almacenados;0.189672;0.353117
Cuadratic Probing;UserID;Almacenados;0.189672;0.201837
Cuadratic Probing;UserID;No almacenados;0.189672;0.29294
Double Hashing;UserID;Almacenados;0.189672;0.153871
Double Hashing;UserID;No almacenados;0.189672;0.247366
STL;UserID;Almacenados;0.189672;0.182563
STL;UserID;No almacenados;0.189672;1.91283
Hashing Encadenado;UserID;Almacenados;0.23709;0.091154
Hashing Encadenado;UserID;No almacenados;0.23709;0.10545
Linear Probing;UserID;Almacenados;0.23709;0.214087
Linear Probing;UserID;No almacenados;0.23709;0.303406
Cuadratic Probing;UserID;Almacenados;0.23709;0.295477
Cuadratic Probing;UserID;No almacenados;0.23709;0.301815
Double Hashing;UserID;Almacenados;0.23709;0.181808
Double Hashing;UserID;No almacenados;0.23709;0.267043
STL;UserID;Almacenados;0.23709;0.191174
STL;UserID;No almacenados;0.23709;2.05101
Hashing Encadenado;UserID;Almacenados;0.284509;0.095095
Hashing Encadenado;UserID;No almacenados;0.284509;0.124381
Linear Probing;UserID;Almacenados;0.284509;0.215845
Linear Probing;UserID;No almacenados;0.284509;0.303147
Cuadratic Probing;UserID;Almacenados;0.284509;0.214518
Cuadratic Probing;UserID;No almacenados;0.284509;0.310665
Double Hashing;UserID;Almacenados;0.284509;0.164409
Double Hashing;UserID;No almacenados;0.284509;0.323292
STL;UserID;Almacenados;0.284509;0.176139
STL;UserID;No almacenados;0.284509;1.91733
Hashing Encadenado;UserID;Almacenados;0.331927;0.096513
Hashing Encadenado;UserID;No almacenados;0.331927;0.116007
Linear Probing;UserID;Almacenados;0.331927;0.228033
Linear Probing;UserID;No almacenados;0.331927;0.330564
Cuadratic Probing;UserID;Almacenados;0.331927;0.224549
Cuadratic Probing;UserID;No almacenados;0.331927;0.376991
Double Hashing;UserID;Almacenados;0.331927;0.165192
Double Hashing;UserID;No almacenados;0.331927;0.266199
STL;UserID;Almacenados;0.331927;0.182963
STL;UserID;No almacenados;0.331927;1.88633
Hashing Encadenado;UserID;Almacenados;0.379345;0.094718
Hashing Encadenado;UserID;No almacenados;0.379345;0.114802
Linear Probing;UserID;Almacenados;0.379345;0.225379
Linear Probing;UserID;No almacenados;0.379345;0.346268
Cuadratic Probing;UserID;Almacenados;0.379345;0.22526
Cuadratic Probing;UserID;No almacenados;0.379345;0.36584
Double Hashing;UserID;Almacenados;0.379345;0.169522
Double Hashing;UserID;No almacenados;0.379345;0.28969
STL;UserID;Almacenados;0.379345;0.192709
STL;UserID;No almacenados;0.379345;1.99963
Hashing Encadenado;UserID;Almacenados;0.426763;0.098193
Hashing Encadenado;UserID;No almacenados;0.426763;0.118765
Linear Probing;UserID;Almacenados;0.426763;0.22867
Linear Probing;UserID;No almacenados;0.426763;0.354055
Cuadratic Probing;UserID;Almacenados;0.426763;0.240214
Cuadratic Probing;UserID;No almacenados;0.426763;0.361315
Double Hashing;UserID;Almacenados;0.426763;0.173193
Double Hashing;UserID;No almacenados;0.426763;0.282355
STL;UserID;Almacenados;0.426763;0.192443
STL;UserID;No almacenados;0.426763;1.9296
Hashing Encadenado;UserID;Almacenados;0.474181;0.097633
Hashing Encadenado;UserID;No almacenados;0.474181;0.12059
Linear Probing;UserID;Almacenados;0.474181;0.237392
Linear Probing;UserID;No almacenados;0.474181;0.374076
Cuadratic Probing;UserID;Almacenados;0.474181;0.238915
Cuadratic Probing;UserID;No almacenados;0.474181;0.387878
Double Hashing;UserID;Almacenados;0.474181;0.179522
Double Hashing;UserID;No almacenados;0.474181;0.295578
STL;UserID;Almacenados;0.474181;0.19705
STL;UserID;No almacenados;0.474181;1.94989
Hashing Encadenado;UserID;Almacenados;0.521599;0.096264
Hashing Encadenado;UserID;No almacenados;0.521599;0.116268
Linear Probing;UserID;Almacenados;0.521599;0.240868
Linear Probing;UserID;No almacenados;0.521599;0.463118
Cuadratic Probing;UserID;Almacenados;0.521599;0.316681
Cuadratic Probing;UserID;No almacenados;0.521599;0.395464
Double Hashing;UserID;Almacenados;0.521599;0.178341
Double Hashing;UserID;No almacenados;0.521599;0.295087
STL;UserID;Almacenados;0.521599;0.180524
STL;UserID;No almacenados;0.521599;1.89579
Hashing Encadenado;UserID;Almacenados;0.569017;0.100096
Hashing Encadenado;UserID;No almacenados;0.569017;0.118018
Linear Probing;UserID;Almacenados;0.569017;0.243628
Linear Probing;UserID;No almacenados;0.569017;0.416374
Cuadratic Probing;UserID;Almacenados;0.569017;0.248424
Cuadratic Probing;UserID;No almacenados;0.569017;0.426797
Double Hashing;UserID;Almacenados;0.569017;0.180956
Double Hashing;UserID;No almacenados;0.569017;0.333352
STL;UserID;Almacenados;0.569017;0.182633
STL;UserID;No almacenados;0.569017;1.88699
Hashing Encadenado;UserID;Almacenados;0.616435;0.102461
Hashing Encadenado;UserID;No almacenados;0.616435;0.12282
Linear Probing;UserID;Almacenados;0.616435;0.270438
Linear Probing;UserID;No almacenados;0.616435;0.476139
Cuadratic Probing;UserID;Almacenados;0.616435;0.285664
Cuadratic Probing;UserID;No almacenados;0.616435;0.467115
Double Hashing;UserID;Almacenados;0.616435;0.194711
Double Hashing;UserID;No almacenados;0.616435;0.331887
STL;UserID;Almacenados;0.616435;0.182319
STL;UserID;No almacenados;0.616435;1.94814
Hashing Encadenado;UserID;Almacenados;0.663853;0.102853
Hashing Encadenado;UserID;No almacenados;0.663853;0.117034
Linear Probing;UserID;Almacenados;0.663853;0.274757
Linear Probing;UserID;No almacenados;0.663853;0.480539
Cuadratic Probing;UserID;Almacenados;0.663853;0.270962
Cuadratic Probing;UserID;No almacenados;0.663853;0.533189
Double Hashing;UserID;Almacenados;0.663853;0.19259
Double Hashing;UserID;No almacenados;0.663853;0.34122
STL;UserID;Almacenados;0.663853;0.187657
STL;UserID;No almacenados;0.663853;1.93212
Hashing Encadenado;UserID;Almacenados;0.711271;0.105135
Hashing Encadenado;UserID;No almacenados;0.711271;0.118331
Linear Probing;UserID;Almacenados;0.711271;0.37866
Linear Probing;UserID;No almacenados;0.711271;0.556165
Cuadratic Probing;UserID;Almacenados;0.711271;0.297888
Cuadratic Probing;UserID;No almacenados;0.711271;0.547531
Double Hashing;UserID;Almacenados;0.711271;0.197611
Double Hashing;UserID;No almacenados;0.711271;0.36603
STL;UserID;Almacenados;0.711271;0.194106
STL;UserID;No almacenados;0.711271;1.9449
Hashing Encadenado;UserID;Almacenados;0.758689;0.107549
Hashing Encadenado;UserID;No almacenados;0.758689;0.126477
Linear Probing;UserID;Almacenados;0.758689;0.302825
Linear Probing;UserID;No almacenados;0.758689;0.648133
Cuadratic Probing;UserID;Almacenados;0.758689;0.334331
Cuadratic Probing;UserID;No almacenados;0.758689;0.653753
Double Hashing;UserID;Almacenados;0.758689;0.212359
Double Hashing;UserID;No almacenados;0.758689;0.398759
STL;UserID;Almacenados;0.758689;0.195197
STL;UserID;No almacenados;0.758689;1.93244
Hashing Encadenado;UserID;Almacenados;0.806107;0.108376
Hashing Encadenado;UserID;No almacenados;0.806107;0.120576
Linear Probing;UserID;Almacenados;0.806107;0.310097
Linear Probing;UserID;No almacenados;0.806107;0.708468
Cuadratic Probing;UserID;Almacenados;0.806107;0.31194
Cuadratic Probing;UserID;No almacenados;0.806107;0.68303
Double Hashing;UserID;Almacenados;0.806107;0.221379
Double Hashing;UserID;No almacenados;0.806107;0.426375
STL;UserID;Almacenados;0.806107;0.207072
STL;UserID;No almacenados;0.806107;1.95832
Hashing Encadenado;UserID;Almacenados;0.853526;0.164188
Hashing Encadenado;UserID;No almacenados;0.853526;0.123923
Linear Probing;UserID;Almacenados;0.853526;0.339936
Linear Probing;UserID;No almacenados;0.853526;0.885751
Cuadratic Probing;UserID;Almacenados;0.853526;0.340757
Cuadratic Probing;UserID;No almacenados;0.853526;0.819541
Double Hashing;UserID;Almacenados;0.853526;0.23778
Double Hashing;UserID;No almacenados;0.853526;0.531854
STL;UserID;Almacenados;0.853526;0.200062
STL;UserID;No almacenados;0.853526;1.93525
Hashing Encadenado;UserID;Almacenados;0.900944;0.109333
Hashing Encadenado;UserID;No almacenados;0.900944;0.124654
Linear Probing;UserID;Almacenados;0.900944;0.372707
Linear Probing;UserID;No almacenados;0.900944;1.1361
Cuadratic Probing;UserID;Almacenados;0.900944;0.357371
Cuadratic Probing;UserID;No almacenados;0.900944;1.18537
Double Hashing;UserID;Almacenados;0.900944;0.265696
Double Hashing;UserID;No almacenados;0.900944;0.691546
STL;UserID;Almacenados;0.900944;0.201237
STL;UserID;No almacenados;0.900944;1.98307
Hashing Encadenado;UserID;Almacenados;0.948362;0.133101
Hashing Encadenado;UserID;No almacenados;0.948362;0.130049
Linear Probing;UserID;Almacenados;0.948362;0.409069
Linear Probing;UserID;No almacenados;0.948362;1.53924
Cuadratic Probing;UserID;Almacenados;0.948362;0.426926
Cuadratic Probing;UserID;No almacenados;0.948362;1.47684
Double Hashing;UserID;Almacenados;0.948362;0.296399
Double Hashing;UserID;No almacenados;0.948362;0.808863
STL;UserID;Almacenados;0.948362;0.201627
STL;UserID;No almacenados;0.948362;1.96973
Hashing Encadenado;UserID;Almacenados;0.999099;0.112977
Hashing Encadenado;UserID;No almacenados;0.999099;0.130453
Linear Probing;UserID;Almacenados;0.999099;0.51313
Linear Probing;UserID;No almacenados;0.999099;2.81026
Cuadratic Probing;UserID;Almacenados;0.999099;0.525299
Cuadratic Probing;UserID;No almacenados;0.999099;2.42606
Double Hashing;UserID;Almacenados;0.999099;0.304574
Double Hashing;UserID;No almacenados;0.999099;1.31494
STL;UserID;Almacenados;0.999099;0.207417
STL;UserID;No almacenados;0.999099;1.98102
Hashing Encadenado;Username;Almacenados;0.0474181;0.214423
Hashing Encadenado;Username;No almacenados;0.0474181;0.324683
Linear Probing;Username;Almacenados;0.0474181;0.340631
Linear Probing;Username;No almacenados;0.0474181;0.518247
Cuadratic Probing;Username;Almacenados;0.0474181;0.336535
Cuadratic Probing;Username;No almacenados;0.0474181;0.503155
Double Hashing;Username;Almacenados;0.0474181;0.393341
Double Hashing;Username;No almacenados;0.0474181;0.63648
STL;Username;Almacenados;0.0474181;0.190948
STL;Username;No almacenados;0.0474181;1.90062
Hashing Encadenado;Username;Almacenados;0.0948362;0.217469
Hashing Encadenado;Username;No almacenados;0.0948362;0.32086
Linear Probing;Username;Almacenados;0.0948362;0.351492
Linear Probing;Username;No almacenados;0.0948362;0.526687
Cuadratic Probing;Username;Almacenados;0.0948362;0.386772
Cuadratic Probing;Username;No almacenados;0.0948362;0.519152
Double Hashing;Username;Almacenados;0.0948362;0.399105
Double Hashing;Username;No almacenados;0.0948362;0.646394
STL;Username;Almacenados;0.0948362;0.198589
STL;Username;No almacenados;0.0948362;1.95805
Hashing Encadenado;Username;Almacenados;0.142254;0.220502
Hashing Encadenado;Username;No almacenados;0.142254;0.353542
Linear Probing;Username;Almacenados;0.142254;0.359711
Linear Probing;Username;No almacenados;0.142254;0.573349
Cuadratic Probing;Username;Almacenados;0.142254;0.35725
Cuadratic Probing;Username;No almacenados;0.142254;0.521426
Double Hashing;Username;Almacenados;0.142254;0.408676
Double Hashing;Username;No almacenados;0.142254;0.659894
STL;Username;Almacenados;0.142254;0.197321
STL;Username;No almacenados;0.142254;1.98604
Hashing Encadenado;Username;Almacenados;0.189672;0.222954
Hashing Encadenado;Username;No almacenados;0.189672;0.318386
Linear Probing;Username;Almacenados;0.189672;0.366168
Linear Probing;Username;No almacenados;0.189672;0.580484
Cuadratic Probing;Username;Almacenados;0.189672;0.360657
Cuadratic Probing;Username;No almacenados;0.189672;0.54342
Double Hashing;Username;Almacenados;0.189672;0.413967
Double Hashing;Username;No almacenados;0.189672;0.698941
STL;Username;Almacenados;0.189672;0.243858
STL;Username;No almacenados;0.189672;2.06972
Hashing Encadenado;Username;Almacenados;0.23709;0.224176
Hashing Encadenado;Username;No almacenados;0.23709;0.32334
Linear Probing;Username;Almacenados;0.23709;0.373836
Linear Probing;Username;No almacenados;0.23709;0.613178
Cuadratic Probing;Username;Almacenados;0.23709;0.368848
Cuadratic Probing;Username;No almacenados;0.23709;0.567175
Double Hashing;Username;Almacenados;0.23709;0.429396
Double Hashing;Username;No almacenados;0.23709;0.696866
STL;Username;Almacenados;0.23709;0.215378
STL;Username;No almacenados;0.23709;1.97178
Hashing Encadenado;Username;Almacenados;0.284509;0.221685
Hashing Encadenado;Username;No almacenados;0.284509;0.322852
Linear Probing;Username;Almacenados;0.284509;0.365623
Linear Probing;Username;No almacenados;0.284509;0.563576
Cuadratic Probing;Username;Almacenados;0.284509;0.370143
Cuadratic Probing;Username;No almacenados;0.284509;0.562765
Double Hashing;Username;Almacenados;0.284509;0.419241
Double Hashing;Username;No almacenados;0.284509;0.70416
STL;Username;Almacenados;0.284509;0.201964
STL;Username;No almacenados;0.284509;2.17229
Hashing Encadenado;Username;Almacenados;0.331927;0.221604
Hashing Encadenado;Username;No almacenados;0.331927;0.319971
Linear Probing;Username;Almacenados;0.331927;0.378691
Linear Probing;Username;No almacenados;0.331927;0.571726
Cuadratic Probing;Username;Almacenados;0.331927;0.379278
Cuadratic Probing;Username;No almacenados;0.331927;0.57536
Double Hashing;Username;Almacenados;0.331927;0.424477
Double Hashing;Username;No almacenados;0.331927;0.753393
STL;Username;Almacenados;0.331927;0.204812
STL;Username;No almacenados;0.331927;1.96392
Hashing Encadenado;Username;Almacenados;0.379345;0.22315
Hashing Encadenado;Username;No almacenados;0.379345;0.323747
Linear Probing;Username;Almacenados;0.379345;0.379562
Linear Probing;Username;No almacenados;0.379345;0.623397
Cuadratic Probing;Username;Almacenados;0.379345;0.379264
Cuadratic Probing;Username;No almacenados;0.379345;0.587001
Double Hashing;Username;Almacenados;0.379345;0.430148
Double Hashing;Username;No almacenados;0.379345;0.717802
STL;Username;Almacenados;0.379345;0.210303
STL;Username;No almacenados;0.379345;1.93785
Hashing Encadenado;Username;Almacenados;0.426763;0.226875
Hashing Encadenado;Username;No almacenados;0.426763;0.324089
Linear Probing;Username;Almacenados;0.426763;0.390302
Linear Probing;Username;No almacenados;0.426763;0.613907
Cuadratic Probing;Username;Almacenados;0.426763;0.390626
Cuadratic Probing;Username;No almacenados;0.426763;0.612809
Double Hashing;Username;Almacenados;0.426763;0.466175
Double Hashing;Username;No almacenados;0.426763;0.767674
STL;Username;Almacenados;0.426763;0.243565
STL;Username;No almacenados;0.426763;1.92561
Hashing Encadenado;Username;Almacenados;0.474181;0.227271
Hashing Encadenado;Username;No almacenados;0.474181;0.325034
Linear Probing;Username;Almacenados;0.474181;0.40122
Linear Probing;Username;No almacenados;0.474181;0.684243
Cuadratic Probing;Username;Almacenados;0.474181;0.400284
Cuadratic Probing;Username;No almacenados;0.474181;0.633515
Double Hashing;Username;Almacenados;0.474181;0.483276
Double Hashing;Username;No almacenados;0.474181;0.7791
STL;Username;Almacenados;0.474181;0.213105
STL;Username;No almacenados;0.474181;1.96122
Hashing Encadenado;Username;Almacenados;0.521599;0.228087
Hashing Encadenado;Username;No almacenados;0.521599;0.328184
Linear Probing;Username;Almacenados;0.521599;0.404971
Linear Probing;Username;No almacenados;0.521599;0.664968
Cuadratic Probing;Username;Almacenados;0.521599;0.412979
Cuadratic Probing;Username;No almacenados;0.521599;0.658289
Double Hashing;Username;Almacenados;0.521599;0.504524
Double Hashing;Username;No almacenados;0.521599;0.75031
STL;Username;Almacenados;0.521599;0.205501
STL;Username;No almacenados;0.521599;1.9356
Hashing Encadenado;Username;Almacenados;0.569017;0.228609
Hashing Encadenado;Username;No almacenados;0.569017;0.333037
Linear Probing;Username;Almacenados;0.569017;0.406229
Linear Probing;Username;No almacenados;0.569017;0.715425
Cuadratic Probing;Username;Almacenados;0.569017;0.411071
Cuadratic Probing;Username;No almacenados;0.569017;0.713825
Double Hashing;Username;Almacenados;0.569017;0.443763
Double Hashing;Username;No almacenados;0.569017;0.805682
STL;Username;Almacenados;0.569017;0.244069
STL;Username;No almacenados;0.569017;1.91611
Hashing Encadenado;Username;Almacenados;0.616435;0.231912
Hashing Encadenado;Username;No almacenados;0.616435;0.330377
Linear Probing;Username;Almacenados;0.616435;0.455319
Linear Probing;Username;No almacenados;0.616435;0.734032
Cuadratic Probing;Username;Almacenados;0.616435;0.431016
Cuadratic Probing;Username;No almacenados;0.616435;0.737368
Double Hashing;Username;Almacenados;0.616435;0.446725
Double Hashing;Username;No almacenados;0.616435;0.784006
STL;Username;Almacenados;0.616435;0.213319
STL;Username;No almacenados;0.616435;2.02514
Hashing Encadenado;Username;Almacenados;0.663853;0.236012
Hashing Encadenado;Username;No almacenados;0.663853;0.341447
Linear Probing;Username;Almacenados;0.663853;0.448117
Linear Probing;Username;No almacenados;0.663853;0.810393
Cuadratic Probing;Username;Almacenados;0.663853;0.448306
Cuadratic Probing;Username;No almacenados;0.663853;0.881924
Double Hashing;Username;Almacenados;0.663853;0.460977
Double Hashing;Username;No almacenados;0.663853;0.849031
STL;Username;Almacenados;0.663853;0.217305
STL;Username;No almacenados;0.663853;1.94898
Hashing Encadenado;Username;Almacenados;0.711271;0.23593
Hashing Encadenado;Username;No almacenados;0.711271;0.329821
Linear Probing;Username;Almacenados;0.711271;0.462828
Linear Probing;Username;No almacenados;0.711271;0.874331
Cuadratic Probing;Username;Almacenados;0.711271;0.47782
Cuadratic Probing;Username;No almacenados;0.711271;0.861983
Double Hashing;Username;Almacenados;0.711271;0.470384
Double Hashing;Username;No almacenados;0.711271;0.863721
STL;Username;Almacenados;0.711271;0.215157
STL;Username;No almacenados;0.711271;1.92954
Hashing Encadenado;Username;Almacenados;0.758689;0.236157
Hashing Encadenado;Username;No almacenados;0.758689;0.332455
Linear Probing;Username;Almacenados;0.758689;0.481734
Linear Probing;Username;No almacenados;0.758689;0.945075
Cuadratic Probing;Username;Almacenados;0.758689;0.47861
Cuadratic Probing;Username;No almacenados;0.758689;0.917337
Double Hashing;Username;Almacenados;0.758689;0.496276
Double Hashing;Username;No almacenados;0.758689;0.943432
STL;Username;Almacenados;0.758689;0.220369
STL;Username;No almacenados;0.758689;1.97243
Hashing Encadenado;Username;Almacenados;0.806107;0.23997
Hashing Encadenado;Username;No almacenados;0.806107;0.333566
Linear Probing;Username;Almacenados;0.806107;0.496544
Linear Probing;Username;No almacenados;0.806107;1.01733
Cuadratic Probing;Username;Almacenados;0.806107;0.556439
Cuadratic Probing;Username;No almacenados;0.806107;1.06187
Double Hashing;Username;Almacenados;0.806107;0.529837
Double Hashing;Username;No almacenados;0.806107;0.974808
STL;Username;Almacenados;0.806107;0.226659
STL;Username;No almacenados;0.806107;2.00435
Hashing Encadenado;Username;Almacenados;0.853526;0.23825
Hashing Encadenado;Username;No almacenados;0.853526;0.336156
Linear Probing;Username;Almacenados;0.853526;0.561022
Linear Probing;Username;No almacenados;0.853526;1.24338
Cuadratic Probing;Username;Almacenados;0.853526;0.577863
Cuadratic Probing;Username;No almacenados;0.853526;1.21019
Double Hashing;Username;Almacenados;0.853526;0.507428
Double Hashing;Username;No almacenados;0.853526;1.01766
STL;Username;Almacenados;0.853526;0.221379
STL;Username;No almacenados;0.853526;1.93662
Hashing Encadenado;Username;Almacenados;0.900944;0.239034
Hashing Encadenado;Username;No almacenados;0.900944;0.393469
Linear Probing;Username;Almacenados;0.900944;0.523026
Linear Probing;Username;No almacenados;0.900944;1.55091
Cuadratic Probing;Username;Almacenados;0.900944;0.533371
Cuadratic Probing;Username;No almacenados;0.900944;1.44843
Double Hashing;Username;Almacenados;0.900944;0.508115
Double Hashing;Username;No almacenados;0.900944;1.20681
STL;Username;Almacenados;0.900944;0.254149
STL;Username;No almacenados;0.900944;1.94844
Hashing Encadenado;Username;Almacenados;0.948362;0.240922
Hashing Encadenado;Username;No almacenados;0.948362;0.33884
Linear Probing;Username;Almacenados;0.948362;0.626237
Linear Probing;Username;No almacenados;0.948362;2.14726
Cuadratic Probing;Username;Almacenados;0.948362;0.594809
Cuadratic Probing;Username;No almacenados;0.948362;2.02526
Double Hashing;Username;Almacenados;0.948362;0.529399
Double Hashing;Username;No almacenados;0.948362;1.46571
STL;Username;Almacenados;0.948362;0.228678
STL;Username;No almacenados;0.948362;1.93466
Hashing Encadenado;Username;Almacenados;0.999099;0.243006
Hashing Encadenado;Username;No almacenados;0.999099;0.343797
Linear Probing;Username;Almacenados;0.999099;0.669041
Linear Probing;Username;No almacenados;0.999099;3.24917
Cuadratic Probing;Username;Almacenados;0.999099;0.657214
Cuadratic Probing;Username;No almacenados;0.999099;2.91143
Double Hashing;Username;Almacenados;0.999099;0.562004
Double Hashing;Username;No almacenados;0.999099;2.03203
STL;Username;Almacenados;0.999099;0.28166
STL;Username;No almacenados;0.999099;1.98583
Hashing Encadenado;UserID;Almacenados;0.0474181;0.08523
Hashing Encadenado;UserID;No almacenados;0.0474181;0.193153
Linear Probing;UserID;Almacenados;0.0474181;0.205721
Linear Probing;UserID;No almacenados;0.0474181;0.280132
Cuadratic Probing;UserID;Almacenados;0.0474181;0.197442
Cuadratic Probing;UserID;No almacenados;0.0474181;0.259044
Double Hashing;UserID;Almacenados;0.0474181;0.141349
Double Hashing;UserID;No almacenados;0.0474181;0.207984
STL;UserID;Almacenados;0.0474181;0.176819
STL;UserID;No almacenados;0.0474181;1.93973
Hashing Encadenado;UserID;Almacenados;0.0948362;0.088229
Hashing Encadenado;UserID;No almacenados;0.0948362;0.107558
Linear Probing;UserID;Almacenados;0.0948362;0.296955
Linear Probing;UserID;No almacenados;0.0948362;0.277478
Cuadratic Probing;UserID;Almacenados;0.0948362;0.187802
Cuadratic Probing;UserID;No almacenados;0.0948362;0.261279
Double Hashing;UserID;Almacenados;0.0948362;0.149136
Double Hashing;UserID;No almacenados;0.0948362;0.214821
STL;UserID;Almacenados;0.0948362;0.19012
STL;UserID;No almacenados;0.0948362;1.97616
Hashing Encadenado;UserID;Almacenados;0.142254;0.088644
Hashing Encadenado;UserID;No almacenados;0.142254;0.104872
Linear Probing;UserID;Almacenados;0.142254;0.237273
Linear Probing;UserID;No almacenados;0.142254;0.299417
Cuadratic Probing;UserID;Almacenados;0.142254;0.198529
Cuadratic Probing;UserID;No almacenados;0.142254;0.269912
Double Hashing;UserID;Almacenados;0.142254;0.147066
Double Hashing;UserID;No almacenados;0.142254;0.226506
STL;UserID;Almacenados;0.142254;0.175564
STL;UserID;No almacenados;0.142254;1.87616
Hashing Encadenado;UserID;Almacenados;0.189672;0.161998
Hashing Encadenado;UserID;No almacenados;0.189672;0.107916
Linear Probing;UserID;Almacenados;0.189672;0.213361
Linear Probing;UserID;No almacenados;0.189672;0.297302
Cuadratic Probing;UserID;Almacenados;0.189672;0.21204
Cuadratic Probing;UserID;No almacenados;0.189672;0.295612
Double Hashing;UserID;Almacenados;0.189672;0.163299
Double Hashing;UserID;No almacenados;0.189672;0.251534
STL;UserID;Almacenados;0.189672;0.189159
STL;UserID;No almacenados;0.189672;2.0129
Hashing Encadenado;UserID;Almacenados;0.23709;0.094621
Hashing Encadenado;UserID;No almacenados;0.23709;0.108582
Linear Probing;UserID;Almacenados;0.23709;0.210412
Linear Probing;UserID;No almacenados;0.23709;0.3006
Cuadratic Probing;UserID;Almacenados;0.23709;0.288841
Cuadratic Probing;UserID;No almacenados;0.23709;0.341538
Double Hashing;UserID;Almacenados;0.23709;0.164838
Double Hashing;UserID;No almacenados;0.23709;0.273024
STL;UserID;Almacenados;0.23709;0.197719
STL;UserID;No almacenados;0.23709;2.01533
Hashing Encadenado;UserID;Almacenados;0.284509;0.096908
Hashing Encadenado;UserID;No almacenados;0.284509;0.116716
Linear Probing;UserID;Almacenados;0.284509;0.279584
Linear Probing;UserID;No almacenados;0.284509;0.310723
Cuadratic Probing;UserID;Almacenados;0.284509;0.216182
Cuadratic Probing;UserID;No almacenados;0.284509;0.316587
Double Hashing;UserID;Almacenados;0.284509;0.184539
Double Hashing;UserID;No almacenados;0.284509;0.27038
STL;UserID;Almacenados;0.284509;0.178953
STL;UserID;No almacenados;0.284509;1.96294
Hashing Encadenado;UserID;Almacenados;0.331927;0.096866
Hashing Encadenado;UserID;No almacenados;0.331927;0.154987
Linear Probing;UserID;Almacenados;0.331927;0.228537
Linear Probing;UserID;No almacenados;0.331927;0.325316
Cuadratic Probing;UserID;Almacenados;0.331927;0.222284
Cuadratic Probing;UserID;No almacenados;0.331927;0.333113
Double Hashing;UserID;Almacenados;0.331927;0.171753
Double Hashing;UserID;No almacenados;0.331927;0.279905
STL;UserID;Almacenados;0.331927;0.186377
STL;UserID;No almacenados;0.331927;1.94381
Hashing Encadenado;UserID;Almacenados;0.379345;0.128137
Hashing Encadenado;UserID;No almacenados;0.379345;0.111714
Linear Probing;UserID;Almacenados;0.379345;0.285859
Linear Probing;UserID;No almacenados;0.379345;0.339184
Cuadratic Probing;UserID;Almacenados;0.379345;0.224424
Cuadratic Probing;UserID;No almacenados;0.379345;0.332365
Double Hashing;UserID;Almacenados;0.379345;0.167567
Double Hashing;UserID;No almacenados;0.379345;0.283959
STL;UserID;Almacenados;0.379345;0.1883
STL;UserID;No almacenados;0.379345;1.92992
Hashing Encadenado;UserID;Almacenados;0.426763;0.093982
Hashing Encadenado;UserID;No almacenados;0.426763;0.115036
Linear Probing;UserID;Almacenados;0.426763;0.227305
Linear Probing;UserID;No almacenados;0.426763;0.337916
Cuadratic Probing;UserID;Almacenados;0.426763;0.225783
Cuadratic Probing;UserID;No almacenados;0.426763;0.345391
Double Hashing;UserID;Almacenados;0.426763;0.171186
Double Hashing;UserID;No almacenados;0.426763;0.272936
STL;UserID;Almacenados;0.426763;0.190304
STL;UserID;No almacenados;0.426763;1.97598
Hashing Encadenado;UserID;Almacenados;0.474181;0.116433
Hashing Encadenado;UserID;No almacenados;0.474181;0.118089
Linear Probing;UserID;Almacenados;0.474181;0.236876
Linear Probing;UserID;No almacenados;0.474181;0.413876
Cuadratic Probing;UserID;Almacenados;0.474181;0.241826
Cuadratic Probing;UserID;No almacenados;0.474181;0.384412
Double Hashing;UserID;Almacenados;0.474181;0.179791
Double Hashing;UserID;No almacenados;0.474181;0.299485
STL;UserID;Almacenados;0.474181;0.200763
STL;UserID;No almacenados;0.474181;1.90429
Hashing Encadenado;UserID;Almacenados;0.521599;0.098093
Hashing Encadenado;UserID;No almacenados;0.521599;0.118843
Linear Probing;UserID;Almacenados;0.521599;0.24708
Linear Probing;UserID;No almacenados;0.521599;0.398188
Cuadratic Probing;UserID;Almacenados;0.521599;0.251705
Cuadratic Probing;UserID;No almacenados;0.521599;0.403653
Double Hashing;UserID;Almacenados;0.521599;0.181637
Double Hashing;UserID;No almacenados;0.521599;0.296919
STL;UserID;Almacenados;0.521599;0.188771
STL;UserID;No almacenados;0.521599;1.951
Hashing Encadenado;UserID;Almacenados;0.569017;0.098641
Hashing Encadenado;UserID;No almacenados;0.569017;0.118733
Linear Probing;UserID;Almacenados;0.569017;0.251929
Linear Probing;UserID;No almacenados;0.569017;0.419835
