Tipo de Mapa;Clave;Presencia;Factor de Carga;Tiempo
Cuadratic Probing;UserID;Almacenados;0.758689;0.290634
Cuadratic Probing;UserID;No almacenados;0.758689;0.617573
Double Hashing;UserID;Almacenados;0.758689;0.20617
Double Hashing;UserID;No almacenados;0.758689;0.40496
STL;UserID;Almacenados;0.758689;0.189084
STL;UserID;No almacenados;0.758689;1.90992
Hashing Encadenado;UserID;Almacenados;0.806107;0.10551
Hashing Encadenado;UserID;No almacenados;0.806107;0.11997
Linear Probing;UserID;Almacenados;0.806107;0.302737
Linear Probing;UserID;No almacenados;0.806107;0.761189
Cuadratic Probing;UserID;Almacenados;0.806107;0.312756
Cuadratic Probing;UserID;No almacenados;0.806107;0.718819
Double Hashing;UserID;Almacenados;0.806107;0.21554
Double Hashing;UserID;No almacenados;0.806107;0.457314
STL;UserID;Almacenados;0.806107;0.199351
STL;UserID;No almacenados;0.806107;1.96513
Hashing Encadenado;UserID;Almacenados;0.853526;0.109449
Hashing Encadenado;UserID;No almacenados;0.853526;0.125651
Linear Probing;UserID;Almacenados;0.853526;0.358614
Linear Probing;UserID;No almacenados;0.853526;0.87194
Cuadratic Probing;UserID;Almacenados;0.853526;0.393554
Cuadratic Probing;UserID;No almacenados;0.853526;0.811609
Double Hashing;UserID;Almacenados;0.853526;0.225794
Double Hashing;UserID;No almacenados;0.853526;0.523509
STL;UserID;Almacenados;0.853526;0.234815
STL;UserID;No almacenados;0.853526;1.99937
Hashing Encadenado;UserID;Almacenados;0.900944;0.109639
Hashing Encadenado;UserID;No almacenados;0.900944;0.127626
Linear Probing;UserID;Almacenados;0.900944;0.364843
Linear Probing;UserID;No almacenados;0.900944;1.12835
Cuadratic Probing;UserID;Almacenados;0.900944;0.363046
Cuadratic Probing;UserID;No almacenados;0.900944;0.965501
Double Hashing;UserID;Almacenados;0.900944;0.241428
Double Hashing;UserID;No almacenados;0.900944;0.605975
STL;UserID;Almacenados;0.900944;0.204429
STL;UserID;No almacenados;0.900944;1.94781
Hashing Encadenado;UserID;Almacenados;0.948362;0.113187
Hashing Encadenado;UserID;No almacenados;0.948362;0.126602
Linear Probing;UserID;Almacenados;0.948362;0.388891
Linear Probing;UserID;No almacenados;0.948362;1.632
Cuadratic Probing;UserID;Almacenados;0.948362;0.400832
Cuadratic Probing;UserID;No almacenados;0.948362;1.47188
Double Hashing;UserID;Almacenados;0.948362;0.254531
Double Hashing;UserID;No almacenados;0.948362;0.804243
STL;UserID;Almacenados;0.948362;0.205174
STL;UserID;No almacenados;0.948362;1.94095
Hashing Encadenado;UserID;Almacenados;0.999099;0.110615
Hashing Encadenado;UserID;No almacenados;0.999099;0.128784
Linear Probing;UserID;Almacenados;0.999099;0.482118
Linear Probing;UserID;No almacenados;0.999099;2.78145
Cuadratic Probing;UserID;Almacenados;0.999099;0.452529
Cuadratic Probing;UserID;No almacenados;0.999099;2.14637
Double Hashing;UserID;Almacenados;0.999099;0.298562
Double Hashing;UserID;No almacenados;0.999099;1.35361
STL;UserID;Almacenados;0.999099;0.205706
STL;UserID;No almacenados;0.999099;1.96047
Hashing Encadenado;Username;Almacenados;0.0474181;0.211026
Hashing Encadenado;Username;No almacenados;0.0474181;0.326355
Linear Probing;Username;Almacenados;0.0474181;0.412235
Linear Probing;Username;No almacenados;0.0474181;0.521088
Cuadratic Probing;Username;Almacenados;0.0474181;0.375417
Cuadratic Probing;Username;No almacenados;0.0474181;0.509286
Double Hashing;Username;Almacenados;0.0474181;0.438228
Double Hashing;Username;No almacenados;0.0474181;0.633623
STL;Username;Almacenados;0.0474181;0.19349
STL;Username;No almacenados;0.0474181;1.99706
Hashing Encadenado;Username;Almacenados;0.0948362;0.221145
Hashing Encadenado;Username;No almacenados;0.0948362;0.33053
Linear Probing;Username;Almacenados;0.0948362;0.357477
Linear Probing;Username;No almacenados;0.0948362;0.537782
Cuadratic Probing;Username;Almacenados;0.0948362;0.351722
Cuadratic Probing;Username;No almacenados;0.0948362;0.605153
Double Hashing;Username;Almacenados;0.0948362;0.406086
Double Hashing;Username;No almacenados;0.0948362;0.669709
STL;Username;Almacenados;0.0948362;0.2009
STL;Username;No almacenados;0.0948362;1.97525
Hashing Encadenado;Username;Almacenados;0.142254;0.218944
Hashing Encadenado;Username;No almacenados;0.142254;0.316258
Linear Probing;Username;Almacenados;0.142254;0.3549
Linear Probing;Username;No almacenados;0.142254;0.530168
Cuadratic Probing;Username;Almacenados;0.142254;0.355053
Cuadratic Probing;Username;No almacenados;0.142254;0.525174
Double Hashing;Username;Almacenados;0.142254;0.470781
Double Hashing;Username;No almacenados;0.142254;0.663386
STL;Username;Almacenados;0.142254;0.19908
STL;Username;No almacenados;0.142254;1.99804
Hashing Encadenado;Username;Almacenados;0.189672;0.221865
Hashing Encadenado;Username;No almacenados;0.189672;0.314306
Linear Probing;Username;Almacenados;0.189672;0.357901
Linear Probing;Username;No almacenados;0.189672;0.531445
Cuadratic Probing;Username;Almacenados;0.189672;0.360163
Cuadratic Probing;Username;No almacenados;0.189672;0.619581
Double Hashing;Username;Almacenados;0.189672;0.413161
Double Hashing;Username;No almacenados;0.189672;0.675496
STL;Username;Almacenados;0.189672;0.204082
STL;Username;No almacenados;0.189672;1.88183
Hashing Encadenado;Username;Almacenados;0.23709;0.220255
Hashing Encadenado;Username;No almacenados;0.23709;0.316791
Linear Probing;Username;Almacenados;0.23709;0.367607
Linear Probing;Username;No almacenados;0.23709;0.562653
Cuadratic Probing;Username;Almacenados;0.23709;0.364227
Cuadratic Probing;Username;No almacenados;0.23709;0.546396
Double Hashing;Username;Almacenados;0.23709;0.417575
Double Hashing;Username;No almacenados;0.23709;1.03784
STL;Username;Almacenados;0.23709;0.206245
STL;Username;No almacenados;0.23709;1.96721
Hashing Encadenado;Username;Almacenados;0.284509;0.224261
Hashing Encadenado;Username;No almacenados;0.284509;0.326643
Linear Probing;Username;Almacenados;0.284509;0.422195
Linear Probing;Username;No almacenados;0.284509;0.573123
Cuadratic Probing;Username;Almacenados;0.284509;0.373141
Cuadratic Probing;Username;No almacenados;0.284509;0.574637
Double Hashing;Username;Almacenados;0.284509;0.424241
Double Hashing;Username;No almacenados;0.284509;0.715294
STL;Username;Almacenados;0.284509;0.208819
STL;Username;No almacenados;0.284509;1.96337
Hashing Encadenado;Username;Almacenados;0.331927;0.257001
Hashing Encadenado;Username;No almacenados;0.331927;0.322423
Linear Probing;Username;Almacenados;0.331927;0.376773
Linear Probing;Username;No almacenados;0.331927;0.58313
Cuadratic Probing;Username;Almacenados;0.331927;0.380091
Cuadratic Probing;Username;No almacenados;0.331927;0.683604
Double Hashing;Username;Almacenados;0.331927;0.42323
Double Hashing;Username;No almacenados;0.331927;0.727297
STL;Username;Almacenados;0.331927;0.205068
STL;Username;No almacenados;0.331927;1.9393
Hashing Encadenado;Username;Almacenados;0.379345;0.247172
Hashing Encadenado;Username;No almacenados;0.379345;0.324566
Linear Probing;Username;Almacenados;0.379345;0.375922
Linear Probing;Username;No almacenados;0.379345;0.583517
Cuadratic Probing;Username;Almacenados;0.379345;0.38163
Cuadratic Probing;Username;No almacenados;0.379345;0.636259
Double Hashing;Username;Almacenados;0.379345;0.422799
Double Hashing;Username;No almacenados;0.379345;0.765534
STL;Username;Almacenados;0.379345;0.211103
STL;Username;No almacenados;0.379345;1.96513
Hashing Encadenado;Username;Almacenados;0.426763;0.259426
Hashing Encadenado;Username;No almacenados;0.426763;0.395665
Linear Probing;Username;Almacenados;0.426763;0.390277
Linear Probing;Username;No almacenados;0.426763;0.634957
Cuadratic Probing;Username;Almacenados;0.426763;0.396252
Cuadratic Probing;Username;No almacenados;0.426763;0.641269
Double Hashing;Username;Almacenados;0.426763;0.436516
Double Hashing;Username;No almacenados;0.426763;0.718524
STL;Username;Almacenados;0.426763;0.215061
STL;Username;No almacenados;0.426763;1.98297
Hashing Encadenado;Username;Almacenados;0.474181;0.231807
Hashing Encadenado;Username;No almacenados;0.474181;0.402815
Linear Probing;Username;Almacenados;0.474181;0.399297
Linear Probing;Username;No almacenados;0.474181;0.62463
Cuadratic Probing;Username;Almacenados;0.474181;0.405608
Cuadratic Probing;Username;No almacenados;0.474181;0.630505
Double Hashing;Username;Almacenados;0.474181;0.440791
Double Hashing;Username;No almacenados;0.474181;0.742216
STL;Username;Almacenados;0.474181;0.217088
STL;Username;No almacenados;0.474181;1.93569
Hashing Encadenado;Username;Almacenados;0.521599;0.227101
Hashing Encadenado;Username;No almacenados;0.521599;0.32582
Linear Probing;Username;Almacenados;0.521599;0.427991
Linear Probing;Username;No almacenados;0.521599;0.665663
Cuadratic Probing;Username;Almacenados;0.521599;0.395823
Cuadratic Probing;Username;No almacenados;0.521599;0.669314
Double Hashing;Username;Almacenados;0.521599;0.462427
Double Hashing;Username;No almacenados;0.521599;0.793659
STL;Username;Almacenados;0.521599;0.205453
STL;Username;No almacenados;0.521599;1.93575
Hashing Encadenado;Username;Almacenados;0.569017;0.225952
Hashing Encadenado;Username;No almacenados;0.569017;0.327204
Linear Probing;Username;Almacenados;0.569017;0.399148
Linear Probing;Username;No almacenados;0.569017;0.705867
Cuadratic Probing;Username;Almacenados;0.569017;0.402485
Cuadratic Probing;Username;No almacenados;0.569017;0.693879
Double Hashing;Username;Almacenados;0.569017;0.440578
Double Hashing;Username;No almacenados;0.569017;0.770222
STL;Username;Almacenados;0.569017;0.20671
STL;Username;No almacenados;0.569017;1.9445
Hashing Encadenado;Username;Almacenados;0.616435;0.2298
Hashing Encadenado;Username;No almacenados;0.616435;0.330418
Linear Probing;Username;Almacenados;0.616435;0.424388
Linear Probing;Username;No almacenados;0.616435;0.73846
Cuadratic Probing;Username;Almacenados;0.616435;0.427125
Cuadratic Probing;Username;No almacenados;0.616435;0.793114
Double Hashing;Username;Almacenados;0.616435;0.471357
Double Hashing;Username;No almacenados;0.616435;0.82849
STL;Username;Almacenados;0.616435;0.209661
STL;Username;No almacenados;0.616435;1.92186
Hashing Encadenado;Username;Almacenados;0.663853;0.231912
Hashing Encadenado;Username;No almacenados;0.663853;0.332739
Linear Probing;Username;Almacenados;0.663853;0.436
Linear Probing;Username;No almacenados;0.663853;0.804874
Cuadratic Probing;Username;Almacenados;0.663853;0.432048
Cuadratic Probing;Username;No almacenados;0.663853;0.806076
Double Hashing;Username;Almacenados;0.663853;0.450814
Double Hashing;Username;No almacenados;0.663853;0.80538
STL;Username;Almacenados;0.663853;0.211479
STL;Username;No almacenados;0.663853;1.9936
Hashing Encadenado;Username;Almacenados;0.711271;0.235013
Hashing Encadenado;Username;No almacenados;0.711271;0.360986
Linear Probing;Username;Almacenados;0.711271;0.451087
Linear Probing;Username;No almacenados;0.711271;0.896716
Cuadratic Probing;Username;Almacenados;0.711271;0.456652
Cuadratic Probing;Username;No almacenados;0.711271;0.820789
Double Hashing;Username;Almacenados;0.711271;0.462877
Double Hashing;Username;No almacenados;0.711271;0.826586
STL;Username;Almacenados;0.711271;0.216025
STL;Username;No almacenados;0.711271;2.03005
Hashing Encadenado;Username;Almacenados;0.758689;0.25398
Hashing Encadenado;Username;No almacenados;0.758689;0.350203
Linear Probing;Username;Almacenados;0.758689;0.478382
Linear Probing;Username;No almacenados;0.758689;0.987517
Cuadratic Probing;Username;Almacenados;0.758689;0.492457
Cuadratic Probing;Username;No almacenados;0.758689;1.00341
Double Hashing;Username;Almacenados;0.758689;0.50983
Double Hashing;Username;No almacenados;0.758689;0.906123
STL;Username;Almacenados;0.758689;0.219995
STL;Username;No almacenados;0.758689;1.98816
Hashing Encadenado;Username;Almacenados;0.806107;0.243712
Hashing Encadenado;Username;No almacenados;0.806107;0.345495
Linear Probing;Username;Almacenados;0.806107;0.497819
Linear Probing;Username;No almacenados;0.806107;1.08143
Cuadratic Probing;Username;Almacenados;0.806107;0.517522
Cuadratic Probing;Username;No almacenados;0.806107;1.06804
Double Hashing;Username;Almacenados;0.806107;0.508126
Double Hashing;Username;No almacenados;0.806107;1.07824
STL;Username;Almacenados;0.806107;0.221497
STL;Username;No almacenados;0.806107;1.89571
Hashing Encadenado;Username;Almacenados;0.853526;0.239191
Hashing Encadenado;Username;No almacenados;0.853526;0.336745
Linear Probing;Username;Almacenados;0.853526;0.524857
Linear Probing;Username;No almacenados;0.853526;1.33732
Cuadratic Probing;Username;Almacenados;0.853526;0.53962
Cuadratic Probing;Username;No almacenados;0.853526;1.21301
Double Hashing;Username;Almacenados;0.853526;0.51387
Double Hashing;Username;No almacenados;0.853526;1.09174
STL;Username;Almacenados;0.853526;0.221264
STL;Username;No almacenados;0.853526;1.99628
Hashing Encadenado;Username;Almacenados;0.900944;0.237781
Hashing Encadenado;Username;No almacenados;0.900944;0.334415
Linear Probing;Username;Almacenados;0.900944;0.576423
Linear Probing;Username;No almacenados;0.900944;1.65789
Cuadratic Probing;Username;Almacenados;0.900944;0.562468
Cuadratic Probing;Username;No almacenados;0.900944;1.45426
Double Hashing;Username;Almacenados;0.900944;0.532738
Double Hashing;Username;No almacenados;0.900944;1.21318
STL;Username;Almacenados;0.900944;0.2206
STL;Username;No almacenados;0.900944;1.93904
Hashing Encadenado;Username;Almacenados;0.948362;0.239748
Hashing Encadenado;Username;No almacenados;0.948362;0.337167
Linear Probing;Username;Almacenados;0.948362;0.614447
Linear Probing;Username;No almacenados;0.948362;2.04284
Cuadratic Probing;Username;Almacenados;0.948362;0.597608
Cuadratic Probing;Username;No almacenados;0.948362;1.92229
Double Hashing;Username;Almacenados;0.948362;0.534154
Double Hashing;Username;No almacenados;0.948362;1.44015
STL;Username;Almacenados;0.948362;0.225887
STL;Username;No almacenados;0.948362;1.99103
Hashing Encadenado;Username;Almacenados;0.999099;0.245714
Hashing Encadenado;Username;No almacenados;0.999099;0.341276
Linear Probing;Username;Almacenados;0.999099;0.684603
Linear Probing;Username;No almacenados;0.999099;3.28691
Cuadratic Probing;Username;Almacenados;0.999099;0.742384
Cuadratic Probing;Username;No almacenados;0.999099;2.89366
Double Hashing;Username;Almacenados;0.999099;0.618528
Double Hashing;Username;No almacenados;0.999099;1.92938
STL;Username;Almacenados;0.999099;0.229523
STL;Username;No almacenados;0.999099;1.90079
Hashing Encadenado;UserID;Almacenados;0.0474181;0.085994
Hashing Encadenado;UserID;No almacenados;0.0474181;0.148516
Linear Probing;UserID;Almacenados;0.0474181;0.186322
Linear Probing;UserID;No almacenados;0.0474181;0.272397
Cuadratic Probing;UserID;Almacenados;0.0474181;0.183377
Cuadratic Probing;UserID;No almacenados;0.0474181;0.258297
Double Hashing;UserID;Almacenados;0.0474181;0.140859
Double Hashing;UserID;No almacenados;0.0474181;0.209093
STL;UserID;Almacenados;0.0474181;0.175687
STL;UserID;No almacenados;0.0474181;1.97293
Hashing Encadenado;UserID;Almacenados;0.0948362;0.088492
Hashing Encadenado;UserID;No almacenados;0.0948362;0.107823
Linear Probing;UserID;Almacenados;0.0948362;0.195398
Linear Probing;UserID;No almacenados;0.0948362;0.275098
Cuadratic Probing;UserID;Almacenados;0.0948362;0.19267
Cuadratic Probing;UserID;No almacenados;0.0948362;0.325806
Double Hashing;UserID;Almacenados;0.0948362;0.14416
Double Hashing;UserID;No almacenados;0.0948362;0.214773
STL;UserID;Almacenados;0.0948362;0.178295
STL;UserID;No almacenados;0.0948362;2.0393
Hashing Encadenado;UserID;Almacenados;0.142254;0.091153
Hashing Encadenado;UserID;No almacenados;0.142254;0.105733
Linear Probing;UserID;Almacenados;0.142254;0.202547
Linear Probing;UserID;No almacenados;0.142254;0.281128
Cuadratic Probing;UserID;Almacenados;0.142254;0.197598
Cuadratic Probing;UserID;No almacenados;0.142254;0.30269
Double Hashing;UserID;Almacenados;0.142254;0.149382
Double Hashing;UserID;No almacenados;0.142254;0.229219
STL;UserID;Almacenados;0.142254;0.191678
STL;UserID;No almacenados;0.142254;2.03871
Hashing Encadenado;UserID;Almacenados;0.189672;0.093824
Hashing Encadenado;UserID;No almacenados;0.189672;0.109724
Linear Probing;UserID;Almacenados;0.189672;0.217195
Linear Probing;UserID;No almacenados;0.189672;0.302001
Cuadratic Probing;UserID;Almacenados;0.189672;0.210131
Cuadratic Probing;UserID;No almacenados;0.189672;0.29972
Double Hashing;UserID;Almacenados;0.189672;0.172749
Double Hashing;UserID;No almacenados;0.189672;0.257116
STL;UserID;Almacenados;0.189672;0.184808
STL;UserID;No almacenados;0.189672;1.99081
Hashing Encadenado;UserID;Almacenados;0.23709;0.164723
Hashing Encadenado;UserID;No almacenados;0.23709;0.108481
Linear Probing;UserID;Almacenados;0.23709;0.211646
Linear Probing;UserID;No almacenados;0.23709;0.348489
Cuadratic Probing;UserID;Almacenados;0.23709;0.213162
Cuadratic Probing;UserID;No almacenados;0.23709;0.302618
Double Hashing;UserID;Almacenados;0.23709;0.160394
Double Hashing;UserID;No almacenados;0.23709;0.260919
STL;UserID;Almacenados;0.23709;0.195227
STL;UserID;No almacenados;0.23709;1.97762
Hashing Encadenado;UserID;Almacenados;0.284509;0.096053
Hashing Encadenado;UserID;No almacenados;0.284509;0.114886
Linear Probing;UserID;Almacenados;0.284509;0.22445
Linear Probing;UserID;No almacenados;0.284509;0.320069
Cuadratic Probing;UserID;Almacenados;0.284509;0.220005
Cuadratic Probing;UserID;No almacenados;0.284509;0.327143
Double Hashing;UserID;Almacenados;0.284509;0.165884
Double Hashing;UserID;No almacenados;0.284509;0.267629
STL;UserID;Almacenados;0.284509;0.17859
STL;UserID;No almacenados;0.284509;1.95979
Hashing Encadenado;UserID;Almacenados;0.331927;0.092919
Hashing Encadenado;UserID;No almacenados;0.331927;0.107395
Linear Probing;UserID;Almacenados;0.331927;0.213753
Linear Probing;UserID;No almacenados;0.331927;0.308384
Cuadratic Probing;UserID;Almacenados;0.331927;0.211801
Cuadratic Probing;UserID;No almacenados;0.331927;0.312927
Double Hashing;UserID;Almacenados;0.331927;0.184319
Double Hashing;UserID;No almacenados;0.331927;0.259305
STL;UserID;Almacenados;0.331927;0.180836
STL;UserID;No almacenados;0.331927;1.895
Hashing Encadenado;UserID;Almacenados;0.379345;0.094073
Hashing Encadenado;UserID;No almacenados;0.379345;0.109297
Linear Probing;UserID;Almacenados;0.379345;0.223702
Linear Probing;UserID;No almacenados;0.379345;0.338208
Cuadratic Probing;UserID;Almacenados;0.379345;0.219723
Cuadratic Probing;UserID;No almacenados;0.379345;0.34815
Double Hashing;UserID;Almacenados;0.379345;0.166504
Double Hashing;UserID;No almacenados;0.379345;0.278662
STL;UserID;Almacenados;0.379345;0.184658
STL;UserID;No almacenados;0.379345;1.931
Hashing Encadenado;UserID;Almacenados;0.426763;0.095356
Hashing Encadenado;UserID;No almacenados;0.426763;0.120034
Linear Probing;UserID;Almacenados;0.426763;0.234961
Linear Probing;UserID;No almacenados;0.426763;0.387888
Cuadratic Probing;UserID;Almacenados;0.426763;0.233562
Cuadratic Probing;UserID;No almacenados;0.426763;0.365857
Double Hashing;UserID;Almacenados;0.426763;0.176719
Double Hashing;UserID;No almacenados;0.426763;0.286517
STL;UserID;Almacenados;0.426763;0.1952
STL;UserID;No almacenados;0.426763;1.94806
Hashing Encadenado;UserID;Almacenados;0.474181;0.095836
Hashing Encadenado;UserID;No almacenados;0.474181;0.120212
Linear Probing;UserID;Almacenados;0.474181;0.235462
Linear Probing;UserID;No almacenados;0.474181;0.354469
Cuadratic Probing;UserID;Almacenados;0.474181;0.233372
Cuadratic Probing;UserID;No almacenados;0.474181;0.361526
Double Hashing;UserID;Almacenados;0.474181;0.173859
Double Hashing;UserID;No almacenados;0.474181;0.286486
STL;UserID;Almacenados;0.474181;0.200009
STL;UserID;No almacenados;0.474181;2.01953
Hashing Encadenado;UserID;Almacenados;0.521599;0.097043
Hashing Encadenado;UserID;No almacenados;0.521599;0.140879
Linear Probing;UserID;Almacenados;0.521599;0.271648
Linear Probing;UserID;No almacenados;0.521599;0.387121
Cuadratic Probing;UserID;Almacenados;0.521599;0.24038
Cuadratic Probing;UserID;No almacenados;0.521599;0.392456
Double Hashing;UserID;Almacenados;0.521599;0.175315
Double Hashing;UserID;No almacenados;0.521599;0.293903
STL;UserID;Almacenados;0.521599;0.178214
STL;UserID;No almacenados;0.521599;1.89706
Hashing Encadenado;UserID;Almacenados;0.569017;0.100285
Hashing Encadenado;UserID;No almacenados;0.569017;0.119672
Linear Probing;UserID;Almacenados;0.569017;0.252775
Linear Probing;UserID;No almacenados;0.569017;0.428576
Cuadratic Probing;UserID;Almacenados;0.569017;0.252002
Cuadratic Probing;UserID;No almacenados;0.569017;0.432495
Double Hashing;UserID;Almacenados;0.569017;0.185705
Double Hashing;UserID;No almacenados;0.569017;0.332487
STL;UserID;Almacenados;0.569017;0.219421
STL;UserID;No almacenados;0.569017;2.11779
Hashing Encadenado;UserID;Almacenados;0.616435;0.102054
Hashing Encadenado;UserID;No almacenados;0.616435;0.120683
Linear Probing;UserID;Almacenados;0.616435;0.267573
Linear Probing;UserID;No almacenados;0.616435;0.465951
Cuadratic Probing;UserID;Almacenados;0.616435;0.264254
Cuadratic Probing;UserID;No almacenados;0.616435;0.476827
Double Hashing;UserID;Almacenados;0.616435;0.190428
Double Hashing;UserID;No almacenados;0.616435;0.332167
STL;UserID;Almacenados;0.616435;0.180958
STL;UserID;No almacenados;0.616435;1.92088
Hashing Encadenado;UserID;Almacenados;0.663853;0.104656
Hashing Encadenado;UserID;No almacenados;0.663853;0.122842
Linear Probing;UserID;Almacenados;0.663853;0.276406
Linear Probing;UserID;No almacenados;0.663853;0.483217
Cuadratic Probing;UserID;Almacenados;0.663853;0.279714
Cuadratic Probing;UserID;No almacenados;0.663853;0.502895
Double Hashing;UserID;Almacenados;0.663853;0.196749
Double Hashing;UserID;No almacenados;0.663853;0.363728
STL;UserID;Almacenados;0.663853;0.189888
STL;UserID;No almacenados;0.663853;1.9311
Hashing Encadenado;UserID;Almacenados;0.711271;0.104355
Hashing Encadenado;UserID;No almacenados;0.711271;0.123423
Linear Probing;UserID;Almacenados;0.711271;0.28803
Linear Probing;UserID;No almacenados;0.711271;0.555596
Cuadratic Probing;UserID;Almacenados;0.711271;0.360535
Cuadratic Probing;UserID;No almacenados;0.711271;0.575828
Double Hashing;UserID;Almacenados;0.711271;0.20679
Double Hashing;UserID;No almacenados;0.711271;0.381724
STL;UserID;Almacenados;0.711271;0.188922
STL;UserID;No almacenados;0.711271;2.06298
Hashing Encadenado;UserID;Almacenados;0.758689;0.104261
Hashing Encadenado;UserID;No almacenados;0.758689;0.1252
Linear Probing;UserID;Almacenados;0.758689;0.299995
Linear Probing;UserID;No almacenados;0.758689;0.613796
Cuadratic Probing;UserID;Almacenados;0.758689;0.296741
Cuadratic Probing;UserID;No almacenados;0.758689;0.644314
Double Hashing;UserID;Almacenados;0.758689;0.2027
Double Hashing;UserID;No almacenados;0.758689;0.389526
STL;UserID;Almacenados;0.758689;0.194588
STL;UserID;No almacenados;0.758689;1.89805
Hashing Encadenado;UserID;Almacenados;0.806107;0.109389
Hashing Encadenado;UserID;No almacenados;0.806107;0.125365
Linear Probing;UserID;Almacenados;0.806107;0.316056
Linear Probing;UserID;No almacenados;0.806107;0.725366
Cuadratic Probing;UserID;Almacenados;0.806107;0.312795
Cuadratic Probing;UserID;No almacenados;0.806107;0.680294
Double Hashing;UserID;Almacenados;0.806107;0.214113
Double Hashing;UserID;No almacenados;0.806107;0.444735
STL;UserID;Almacenados;0.806107;0.196332
STL;UserID;No almacenados;0.806107;1.94415
Hashing Encadenado;UserID;Almacenados;0.853526;0.108405
Hashing Encadenado;UserID;No almacenados;0.853526;0.127966
Linear Probing;UserID;Almacenados;0.853526;0.349927
Linear Probing;UserID;No almacenados;0.853526;0.867233
Cuadratic Probing;UserID;Almacenados;0.853526;0.332979
Cuadratic Probing;UserID;No almacenados;0.853526;0.825435
Double Hashing;UserID;Almacenados;0.853526;0.224437
Double Hashing;UserID;No almacenados;0.853526;0.511684
STL;UserID;Almacenados;0.853526;0.194877
STL;UserID;No almacenados;0.853526;1.98984
Hashing Encadenado;UserID;Almacenados;0.900944;0.110228
Hashing Encadenado;UserID;No almacenados;0.900944;0.126961
Linear Probing;UserID;Almacenados;0.900944;0.357422
Linear Probing;UserID;No almacenados;0.900944;1.18886
Cuadratic Probing;UserID;Almacenados;0.900944;0.370111
Cuadratic Probing;UserID;No almacenados;0.900944;0.969865
Double Hashing;UserID;Almacenados;0.900944;0.235691
Double Hashing;UserID;No almacenados;0.900944;0.60933
STL;UserID;Almacenados;0.900944;0.205673
STL;UserID;No almacenados;0.900944;1.99057
Hashing Encadenado;UserID;Almacenados;0.948362;0.108919
Hashing Encadenado;UserID;No almacenados;0.948362;0.16125
Linear Probing;UserID;Almacenados;0.948362;0.449975
Linear Probing;UserID;No almacenados;0.948362;1.6382
Cuadratic Probing;UserID;Almacenados;0.948362;0.418318
Cuadratic Probing;UserID;No almacenados;0.948362;1.39487
Double Hashing;UserID;Almacenados;0.948362;0.261795
Double Hashing;UserID;No almacenados;0.948362;0.805185
STL;UserID;Almacenados;0.948362;0.20647
STL;UserID;No almacenados;0.948362;1.94441
Hashing Encadenado;UserID;Almacenados;0.999099;0.113157
Hashing Encadenado;UserID;No almacenados;0.999099;0.131053
Linear Probing;UserID;Almacenados;0.999099;0.535927
Linear Probing;UserID;No almacenados;0.999099;2.86854
Cuadratic Probing;UserID;Almacenados;0.999099;0.437952
Cuadratic Probing;UserID;No almacenados;0.999099;2.33601
Double Hashing;UserID;Almacenados;0.999099;0.329708
Double Hashing;UserID;No almacenados;0.999099;1.38563
STL;UserID;Almacenados;0.999099;0.205432
STL;UserID;No almacenados;0.999099;1.95309
Hashing Encadenado;Username;Almacenados;0.0474181;0.213394
Hashing Encadenado;Username;No almacenados;0.0474181;0.32421
Linear Probing;Username;Almacenados;0.0474181;0.33653
Linear Probing;Username;No almacenados;0.0474181;0.595708
Cuadratic Probing;Username;Almacenados;0.0474181;0.338162
Cuadratic Probing;Username;No almacenados;0.0474181;0.504164
Double Hashing;Username;Almacenados;0.0474181;0.393214
Double Hashing;Username;No almacenados;0.0474181;0.66924
STL;Username;Almacenados;0.0474181;0.191118
STL;Username;No almacenados;0.0474181;1.99765
Hashing Encadenado;Username;Almacenados;0.0948362;0.218121
Hashing Encadenado;Username;No almacenados;0.0948362;0.328961
Linear Probing;Username;Almacenados;0.0948362;0.458969
Linear Probing;Username;No almacenados;0.0948362;0.534848
Cuadratic Probing;Username;Almacenados;0.0948362;0.34427
Cuadratic Probing;Username;No almacenados;0.0948362;0.513964
Double Hashing;Username;Almacenados;0.0948362;0.435831
Double Hashing;Username;No almacenados;0.0948362;0.652676
STL;Username;Almacenados;0.0948362;0.197499
STL;Username;No almacenados;0.0948362;1.88716
Hashing Encadenado;Username;Almacenados;0.142254;0.224877
Hashing Encadenado;Username;No almacenados;0.142254;0.328602
Linear Probing;Username;Almacenados;0.142254;0.36545
Linear Probing;Username;No almacenados;0.142254;0.542033
Cuadratic Probing;Username;Almacenados;0.142254;0.363634
Cuadratic Probing;Username;No almacenados;0.142254;0.575454
Double Hashing;Username;Almacenados;0.142254;0.425067
Double Hashing;Username;No almacenados;0.142254;0.684915
STL;Username;Almacenados;0.142254;0.203089
STL;Username;No almacenados;0.142254;1.95362
Hashing Encadenado;Username;Almacenados;0.189672;0.226183
Hashing Encadenado;Username;No almacenados;0.189672;0.323244
Linear Probing;Username;Almacenados;0.189672;0.371848
Linear Probing;Username;No almacenados;0.189672;0.549666
Cuadratic Probing;Username;Almacenados;0.189672;0.370316
Cuadratic Probing;Username;No almacenados;0.189672;0.544128
Double Hashing;Username;Almacenados;0.189672;0.420177
Double Hashing;Username;No almacenados;0.189672;0.732877
STL;Username;Almacenados;0.189672;0.208933
STL;Username;No almacenados;0.189672;1.99671
