Tipo de Mapa;Clave;Número de Elementos;Tiempo
Separate Chaining;Username;6000;1.86703
Linear Probing;Username;6000;2.98556
Quadratic Probing;Username;6000;2.97526
Double Hashing;Username;6000;3.48621
STL;Username;6000;2.13778
Separate Chaining;Username;7000;2.23262
Linear Probing;Username;7000;3.56077
Quadratic Probing;Username;7000;3.5454
Double Hashing;Username;7000;4.27354
STL;Username;7000;2.35083
Separate Chaining;Username;8000;2.50565
Linear Probing;Username;8000;4.09877
Quadratic Probing;Username;8000;4.26373
Double Hashing;Username;8000;5.9011
STL;Username;8000;2.83743
Separate Chaining;Username;9000;2.90981
Linear Probing;Username;9000;4.67319
Quadratic Probing;Username;9000;4.65431
Double Hashing;Username;9000;5.74623
STL;Username;9000;3.06743
Separate Chaining;Username;10000;3.22117
Linear Probing;Username;10000;5.26708
Quadratic Probing;Username;10000;5.21275
Double Hashing;Username;10000;6.23338
STL;Username;10000;3.42424
Separate Chaining;Username;11000;3.56874
Linear Probing;Username;11000;5.93431
Quadratic Probing;Username;11000;5.74609
Double Hashing;Username;11000;7.07628
STL;Username;11000;4.02014
Separate Chaining;Username;12000;3.8459
Linear Probing;Username;12000;6.39927
Quadratic Probing;Username;12000;6.41991
Double Hashing;Username;12000;7.81749
STL;Username;12000;4.39927
Separate Chaining;Username;13000;4.29402
Linear Probing;Username;13000;6.94279
Quadratic Probing;Username;13000;6.91866
Double Hashing;Username;13000;8.41193
STL;Username;13000;4.66303
Separate Chaining;Username;14000;4.52501
Linear Probing;Username;14000;7.8097
Quadratic Probing;Username;14000;7.827
Double Hashing;Username;14000;9.36428
STL;Username;14000;5.11363
Separate Chaining;Username;15000;4.8294
Linear Probing;Username;15000;8.37722
Quadratic Probing;Username;15000;8.31169
Double Hashing;Username;15000;9.9536
STL;Username;15000;5.30087
Separate Chaining;Username;16000;5.13571
Linear Probing;Username;16000;8.77365
Quadratic Probing;Username;16000;8.89382
Double Hashing;Username;16000;10.5015
STL;Username;16000;5.6455
Separate Chaining;Username;17000;5.36102
Linear Probing;Username;17000;9.53432
Quadratic Probing;Username;17000;9.62542
Double Hashing;Username;17000;11.6301
STL;Username;17000;5.93518
Separate Chaining;Username;18000;5.78071
Linear Probing;Username;18000;10.6655
Quadratic Probing;Username;18000;10.2488
Double Hashing;Username;18000;12.2688
STL;Username;18000;6.33631
Separate Chaining;Username;19000;6.05822
Linear Probing;Username;19000;11.3373
Quadratic Probing;Username;19000;11.3649
Double Hashing;Username;19000;13.3329
STL;Username;19000;6.66667
Separate Chaining;Username;20000;6.70911
Linear Probing;Username;20000;12.6428
Quadratic Probing;Username;20000;12.5985
Double Hashing;Username;20000;14.9893
STL;Username;20000;7.12747
Separate Chaining;Username;21070;6.92847
Linear Probing;Username;21070;13.9395
Quadratic Probing;Username;21070;13.7742
Double Hashing;Username;21070;16.239
STL;Username;21070;7.37889
Separate Chaining;UserID;1000;0.199011
Linear Probing;UserID;1000;0.29759
Quadratic Probing;UserID;1000;0.333293
Double Hashing;UserID;1000;0.251416
STL;UserID;1000;0.347874
Separate Chaining;UserID;2000;0.388517
Linear Probing;UserID;2000;0.601618
Quadratic Probing;UserID;2000;0.560528
Double Hashing;UserID;2000;0.517396
STL;UserID;2000;0.69665
Separate Chaining;UserID;3000;0.544432
Linear Probing;UserID;3000;0.995712
Quadratic Probing;UserID;3000;0.856379
Double Hashing;UserID;3000;0.789756
STL;UserID;3000;1.09269
Separate Chaining;UserID;4000;0.719115
Linear Probing;UserID;4000;1.24343
Quadratic Probing;UserID;4000;1.2189
Double Hashing;UserID;4000;1.18871
STL;UserID;4000;1.39797
Separate Chaining;UserID;5000;0.982488
Linear Probing;UserID;5000;1.58605
Quadratic Probing;UserID;5000;1.57652
Double Hashing;UserID;5000;1.43119
STL;UserID;5000;1.7221
Separate Chaining;UserID;6000;1.09025
Linear Probing;UserID;6000;1.97828
Quadratic Probing;UserID;6000;1.87234
Double Hashing;UserID;6000;1.87856
STL;UserID;6000;2.21637
Separate Chaining;UserID;7000;1.2691
Linear Probing;UserID;7000;2.33028
Quadratic Probing;UserID;7000;2.33758
Double Hashing;UserID;7000;2.19729
STL;UserID;7000;2.63984
Separate Chaining;UserID;8000;1.41481
Linear Probing;UserID;8000;2.68987
Quadratic Probing;UserID;8000;2.77281
Double Hashing;UserID;8000;2.61021
STL;UserID;8000;2.95622
Separate Chaining;UserID;9000;1.65372
Linear Probing;UserID;9000;3.02735
Quadratic Probing;UserID;9000;2.99748
Double Hashing;UserID;9000;3.05716
STL;UserID;9000;3.29292
Separate Chaining;UserID;10000;1.82792
Linear Probing;UserID;10000;3.48096
Quadratic Probing;UserID;10000;3.49731
Double Hashing;UserID;10000;3.52363
STL;UserID;10000;3.5654
Separate Chaining;UserID;11000;1.98625
Linear Probing;UserID;11000;3.84987
Quadratic Probing;UserID;11000;3.89904
Double Hashing;UserID;11000;3.91345
STL;UserID;11000;4.43726
Separate Chaining;UserID;12000;2.07272
Linear Probing;UserID;12000;4.14924
Quadratic Probing;UserID;12000;4.10514
Double Hashing;UserID;12000;4.1333
STL;UserID;12000;4.69112
Separate Chaining;UserID;13000;2.2591
Linear Probing;UserID;13000;4.43838
Quadratic Probing;UserID;13000;4.60172
Double Hashing;UserID;13000;4.58637
STL;UserID;13000;4.95524
Separate Chaining;UserID;14000;2.5221
Linear Probing;UserID;14000;4.8839
Quadratic Probing;UserID;14000;5.0236
Double Hashing;UserID;14000;5.08221
STL;UserID;14000;5.39015
Separate Chaining;UserID;15000;2.6958
Linear Probing;UserID;15000;5.40101
Quadratic Probing;UserID;15000;5.37119
Double Hashing;UserID;15000;5.4555
STL;UserID;15000;5.62258
Separate Chaining;UserID;16000;2.86485
Linear Probing;UserID;16000;6.01742
Quadratic Probing;UserID;16000;6.00356
Double Hashing;UserID;16000;6.1349
STL;UserID;16000;6.07515
Separate Chaining;UserID;17000;3.11908
Linear Probing;UserID;17000;6.50733
Quadratic Probing;UserID;17000;6.91357
Double Hashing;UserID;17000;6.61197
STL;UserID;17000;6.35641
Separate Chaining;UserID;18000;3.24259
Linear Probing;UserID;18000;7.06446
Quadratic Probing;UserID;18000;7.1326
Double Hashing;UserID;18000;7.02907
STL;UserID;18000;6.65569
Separate Chaining;UserID;19000;3.48474
Linear Probing;UserID;19000;7.593
Quadratic Probing;UserID;19000;7.50083
Double Hashing;UserID;19000;7.58871
STL;UserID;19000;7.05015
Separate Chaining;UserID;20000;3.7038
Linear Probing;UserID;20000;8.65912
Quadratic Probing;UserID;20000;8.51333
Double Hashing;UserID;20000;8.56508
STL;UserID;20000;7.32426
Separate Chaining;UserID;21070;3.7953
Linear Probing;UserID;21070;9.6637
Quadratic Probing;UserID;21070;9.62102
Double Hashing;UserID;21070;9.48189
STL;UserID;21070;7.6747
Separate Chaining;Username;1000;0.332497
Linear Probing;Username;1000;0.478354
Quadratic Probing;Username;1000;0.525008
Double Hashing;Username;1000;0.52272
STL;Username;1000;0.358347
Separate Chaining;Username;2000;0.695007
Linear Probing;Username;2000;0.982668
Quadratic Probing;Username;2000;0.890453
Double Hashing;Username;2000;1.11298
STL;Username;2000;0.64817
Separate Chaining;Username;3000;0.955263
Linear Probing;Username;3000;1.47057
Quadratic Probing;Username;3000;1.35977
Double Hashing;Username;3000;1.74232
STL;Username;3000;1.00981
Separate Chaining;Username;4000;1.3605
Linear Probing;Username;4000;1.94613
Quadratic Probing;Username;4000;1.93051
Double Hashing;Username;4000;2.20139
STL;Username;4000;1.39043
Separate Chaining;Username;5000;1.69816
Linear Probing;Username;5000;2.4607
Quadratic Probing;Username;5000;2.47037
Double Hashing;Username;5000;2.92857
STL;Username;5000;1.67888
Separate Chaining;Username;6000;1.94896
Linear Probing;Username;6000;3.03323
Quadratic Probing;Username;6000;3.05531
Double Hashing;Username;6000;3.60477
STL;Username;6000;2.17246
Separate Chaining;Username;7000;2.23487
Linear Probing;Username;7000;3.4986
Quadratic Probing;Username;7000;3.56054
Double Hashing;Username;7000;4.23953
STL;Username;7000;2.43408
Separate Chaining;Username;8000;2.59346
Linear Probing;Username;8000;4.15667
Quadratic Probing;Username;8000;4.12681
Double Hashing;Username;8000;4.99867
STL;Username;8000;2.8021
Separate Chaining;Username;9000;2.93236
Linear Probing;Username;9000;4.54376
Quadratic Probing;Username;9000;4.56398
Double Hashing;Username;9000;5.53729
STL;Username;9000;3.09722
Separate Chaining;Username;10000;3.28284
Linear Probing;Username;10000;5.1211
Quadratic Probing;Username;10000;5.13232
Double Hashing;Username;10000;6.30025
STL;Username;10000;3.45171
Separate Chaining;Username;11000;3.54605
Linear Probing;Username;11000;5.64012
Quadratic Probing;Username;11000;5.78623
Double Hashing;Username;11000;6.95608
STL;Username;11000;4.0128
Separate Chaining;Username;12000;3.83786
Linear Probing;Username;12000;6.29413
Quadratic Probing;Username;12000;6.3636
Double Hashing;Username;12000;7.73232
STL;Username;12000;4.32637
Separate Chaining;Username;13000;4.39189
Linear Probing;Username;13000;7.08533
Quadratic Probing;Username;13000;7.10112
Double Hashing;Username;13000;8.53374
STL;Username;13000;4.68496
Separate Chaining;Username;14000;4.56144
Linear Probing;Username;14000;7.50178
Quadratic Probing;Username;14000;7.60421
Double Hashing;Username;14000;9.19076
STL;Username;14000;5.00547
Separate Chaining;Username;15000;4.84023
Linear Probing;Username;15000;8.24794
Quadratic Probing;Username;15000;8.41573
Double Hashing;Username;15000;10.1502
STL;Username;15000;5.39668
Separate Chaining;Username;16000;5.1862
Linear Probing;Username;16000;8.92744
Quadratic Probing;Username;16000;9.11335
Double Hashing;Username;16000;10.8272
STL;Username;16000;5.66509
Separate Chaining;Username;17000;5.51665
Linear Probing;Username;17000;9.70978
Quadratic Probing;Username;17000;9.74491
Double Hashing;Username;17000;11.4367
STL;Username;17000;5.93682
Separate Chaining;Username;18000;5.74434
Linear Probing;Username;18000;10.6859
Quadratic Probing;Username;18000;10.4771
Double Hashing;Username;18000;12.4992
STL;Username;18000;6.29612
Separate Chaining;Username;19000;6.17803
Linear Probing;Username;19000;11.7068
Quadratic Probing;Username;19000;11.5558
Double Hashing;Username;19000;13.4681
STL;Username;19000;6.64116
Separate Chaining;Username;20000;6.44859
Linear Probing;Username;20000;12.5183
Quadratic Probing;Username;20000;12.4025
Double Hashing;Username;20000;14.5316
STL;Username;20000;7.00349
Separate Chaining;Username;21070;6.9726
Linear Probing;Username;21070;14.5093
Quadratic Probing;Username;21070;14.1759
Double Hashing;Username;21070;16.5132
STL;Username;21070;7.28843
Separate Chaining;UserID;1000;0.275791
Linear Probing;UserID;1000;0.3013
Quadratic Probing;UserID;1000;0.272251
Double Hashing;UserID;1000;0.252304
STL;UserID;1000;0.348306
Separate Chaining;UserID;2000;0.38762
Linear Probing;UserID;2000;0.664717
Quadratic Probing;UserID;2000;0.60597
Double Hashing;UserID;2000;0.519773
STL;UserID;2000;0.814289
Separate Chaining;UserID;3000;0.558223
Linear Probing;UserID;3000;0.987726
Quadratic Probing;UserID;3000;0.940334
Double Hashing;UserID;3000;0.862691
STL;UserID;3000;1.08897
Separate Chaining;UserID;4000;0.71982
Linear Probing;UserID;4000;1.32792
Quadratic Probing;UserID;4000;1.18201
Double Hashing;UserID;4000;1.1388
STL;UserID;4000;1.46812
Separate Chaining;UserID;5000;0.885817
Linear Probing;UserID;5000;1.77015
Quadratic Probing;UserID;5000;1.53837
Double Hashing;UserID;5000;1.43261
STL;UserID;5000;1.79505
Separate Chaining;UserID;6000;1.10782
Linear Probing;UserID;6000;1.9513
Quadratic Probing;UserID;6000;1.98
Double Hashing;UserID;6000;1.86289
STL;UserID;6000;2.3471
Separate Chaining;UserID;7000;1.24879
Linear Probing;UserID;7000;2.36446
Quadratic Probing;UserID;7000;2.25707
Double Hashing;UserID;7000;2.28769
STL;UserID;7000;2.64822
Separate Chaining;UserID;8000;1.42475
Linear Probing;UserID;8000;2.7091
Quadratic Probing;UserID;8000;2.61842
Double Hashing;UserID;8000;2.68443
STL;UserID;8000;2.97922
Separate Chaining;UserID;9000;1.65278
Linear Probing;UserID;9000;3.01133
Quadratic Probing;UserID;9000;3.1009
Double Hashing;UserID;9000;3.09645
STL;UserID;9000;3.28049
Separate Chaining;UserID;10000;1.83251
Linear Probing;UserID;10000;3.3974
Quadratic Probing;UserID;10000;3.35204
Double Hashing;UserID;10000;3.46005
STL;UserID;10000;3.63165
Separate Chaining;UserID;11000;2.00191
Linear Probing;UserID;11000;3.67997
Quadratic Probing;UserID;11000;3.81298
Double Hashing;UserID;11000;3.8472
STL;UserID;11000;4.38775
Separate Chaining;UserID;12000;2.19896
Linear Probing;UserID;12000;4.10837
Quadratic Probing;UserID;12000;4.18379
Double Hashing;UserID;12000;4.31397
STL;UserID;12000;5.07536
Separate Chaining;UserID;13000;2.30884
Linear Probing;UserID;13000;4.48223
Quadratic Probing;UserID;13000;4.61899
Double Hashing;UserID;13000;4.56598
STL;UserID;13000;4.97119
Separate Chaining;UserID;14000;2.55553
Linear Probing;UserID;14000;5.03105
Quadratic Probing;UserID;14000;5.05985
Double Hashing;UserID;14000;5.26762
STL;UserID;14000;5.6763
Separate Chaining;UserID;15000;2.71704
Linear Probing;UserID;15000;5.38714
Quadratic Probing;UserID;15000;5.4265
Double Hashing;UserID;15000;5.55263
STL;UserID;15000;5.68225
Separate Chaining;UserID;16000;2.87965
Linear Probing;UserID;16000;5.92262
Quadratic Probing;UserID;16000;5.95256
Double Hashing;UserID;16000;5.86555
STL;UserID;16000;6.01363
Separate Chaining;UserID;17000;3.06378
Linear Probing;UserID;17000;6.38696
Quadratic Probing;UserID;17000;6.3781
Double Hashing;UserID;17000;6.42642
STL;UserID;17000;6.42642
Separate Chaining;UserID;18000;3.32308
Linear Probing;UserID;18000;7.08877
Quadratic Probing;UserID;18000;7.11708
Double Hashing;UserID;18000;7.22202
STL;UserID;18000;6.78499
Separate Chaining;UserID;19000;3.47232
Linear Probing;UserID;19000;7.82641
Quadratic Probing;UserID;19000;7.62679
Double Hashing;UserID;19000;7.64591
STL;UserID;19000;7.04235
Separate Chaining;UserID;20000;3.6922
Linear Probing;UserID;20000;9.68605
Quadratic Probing;UserID;20000;8.80588
Double Hashing;UserID;20000;8.62337
STL;UserID;20000;7.34429
Separate Chaining;UserID;21070;3.91241
Linear Probing;UserID;21070;9.92965
Quadratic Probing;UserID;21070;9.84451
Double Hashing;UserID;21070;9.3889
STL;UserID;21070;7.70137
Separate Chaining;Username;1000;0.341321
Linear Probing;Username;1000;0.491337
Quadratic Probing;Username;1000;0.455188
Double Hashing;Username;1000;0.610613
STL;Username;1000;0.340621
Separate Chaining;Username;2000;0.665683
Linear Probing;Username;2000;0.985806
Quadratic Probing;Username;2000;0.918743
Double Hashing;Username;2000;1.1445
STL;Username;2000;0.666527
Separate Chaining;Username;3000;1.04403
Linear Probing;Username;3000;1.47327
Quadratic Probing;Username;3000;1.40483
Double Hashing;Username;3000;1.77013
STL;Username;3000;1.02503
Separate Chaining;Username;4000;1.27174
Linear Probing;Username;4000;1.99793
Quadratic Probing;Username;4000;2.00991
Double Hashing;Username;4000;2.25913
STL;Username;4000;1.42054
Separate Chaining;Username;5000;1.59075
Linear Probing;Username;5000;2.55939
Quadratic Probing;Username;5000;2.45974
Double Hashing;Username;5000;2.98987
STL;Username;5000;1.67256
Separate Chaining;Username;6000;1.99353
Linear Probing;Username;6000;3.01023
Quadratic Probing;Username;6000;2.90901
Double Hashing;Username;6000;3.57531
STL;Username;6000;2.16222
Separate Chaining;Username;7000;2.28859
Linear Probing;Username;7000;3.41966
Quadratic Probing;Username;7000;3.51459
Double Hashing;Username;7000;4.2345
STL;Username;7000;2.49368
Separate Chaining;Username;8000;2.67087
Linear Probing;Username;8000;4.05814
Quadratic Probing;Username;8000;4.05448
Double Hashing;Username;8000;4.96354
STL;Username;8000;2.78158
Separate Chaining;Username;9000;2.83923
Linear Probing;Username;9000;4.60572
Quadratic Probing;Username;9000;4.57728
Double Hashing;Username;9000;5.54684
STL;Username;9000;3.13027
Separate Chaining;Username;10000;3.2192
Linear Probing;Username;10000;5.27078
Quadratic Probing;Username;10000;5.26074
Double Hashing;Username;10000;6.4341
STL;Username;10000;3.4518
Separate Chaining;Username;11000;3.4887
Linear Probing;Username;11000;5.68908
Quadratic Probing;Username;11000;5.89513
Double Hashing;Username;11000;6.84874
STL;Username;11000;3.96293
Separate Chaining;Username;12000;3.84393
Linear Probing;Username;12000;6.3693
Quadratic Probing;Username;12000;6.42174
Double Hashing;Username;12000;7.79664
STL;Username;12000;4.39432
Separate Chaining;Username;13000;4.13502
Linear Probing;Username;13000;6.70153
Quadratic Probing;Username;13000;6.78296
Double Hashing;Username;13000;8.39826
STL;Username;13000;4.552
Separate Chaining;Username;14000;4.44235
Linear Probing;Username;14000;7.44915
Quadratic Probing;Username;14000;7.34583
Double Hashing;Username;14000;9.0322
STL;Username;14000;4.89739
Separate Chaining;Username;15000;4.74117
Linear Probing;Username;15000;8.03021
Quadratic Probing;Username;15000;8.10686
Double Hashing;Username;15000;9.73701
STL;Username;15000;5.35753
Separate Chaining;Username;16000;5.28365
Linear Probing;Username;16000;9.41322
Quadratic Probing;Username;16000;9.19951
Double Hashing;Username;16000;11.0072
STL;Username;16000;5.58277
Separate Chaining;Username;17000;5.48208
Linear Probing;Username;17000;9.65731
Quadratic Probing;Username;17000;9.64055
Double Hashing;Username;17000;11.4008
STL;Username;17000;5.93417
Separate Chaining;Username;18000;5.83646
Linear Probing;Username;18000;10.6102
Quadratic Probing;Username;18000;10.3362
Double Hashing;Username;18000;12.5472
STL;Username;18000;6.23401
Separate Chaining;Username;19000;6.08855
Linear Probing;Username;19000;11.3991
Quadratic Probing;Username;19000;11.4043
Double Hashing;Username;19000;13.5607
STL;Username;19000;6.61951
Separate Chaining;Username;20000;6.48447
Linear Probing;Username;20000;12.5716
Quadratic Probing;Username;20000;12.2052
Double Hashing;Username;20000;14.4487
STL;Username;20000;7.03913
Separate Chaining;Username;21070;6.76704
Linear Probing;Username;21070;13.9264
Quadratic Probing;Username;21070;13.7101
Double Hashing;Username;21070;15.8943
STL;Username;21070;7.46469
Separate Chaining;UserID;1000;0.20001
Linear Probing;UserID;1000;0.301036
Quadratic Probing;UserID;1000;0.271039
Double Hashing;UserID;1000;0.254108
STL;UserID;1000;0.351653
Separate Chaining;UserID;2000;0.376881
Linear Probing;UserID;2000;0.659951
Quadratic Probing;UserID;2000;0.570776
Double Hashing;UserID;2000;0.510213
STL;UserID;2000;0.696752
Separate Chaining;UserID;3000;0.54932
Linear Probing;UserID;3000;0.932255
Quadratic Probing;UserID;3000;0.944217
Double Hashing;UserID;3000;0.832344
STL;UserID;3000;1.09184
Separate Chaining;UserID;4000;0.714156
Linear Probing;UserID;4000;1.31159
Quadratic Probing;UserID;4000;1.1929
Double Hashing;UserID;4000;1.09822
STL;UserID;4000;1.47026
Separate Chaining;UserID;5000;0.884995
Linear Probing;UserID;5000;1.63798
Quadratic Probing;UserID;5000;1.56594
Double Hashing;UserID;5000;1.55992
STL;UserID;5000;1.71033
Separate Chaining;UserID;6000;1.085
Linear Probing;UserID;6000;1.93058
Quadratic Probing;UserID;6000;1.96968
Double Hashing;UserID;6000;1.86163
STL;UserID;6000;2.28217
Separate Chaining;UserID;7000;1.21358
Linear Probing;UserID;7000;2.30741
Quadratic Probing;UserID;7000;2.20743
Double Hashing;UserID;7000;2.29487
STL;UserID;7000;2.51077
Separate Chaining;UserID;8000;1.40008
Linear Probing;UserID;8000;2.75362
Quadratic Probing;UserID;8000;2.62073
Double Hashing;UserID;8000;2.69637
STL;UserID;8000;2.89688
Separate Chaining;UserID;9000;1.57421
Linear Probing;UserID;9000;3.9199
Quadratic Probing;UserID;9000;3.50731
Double Hashing;UserID;9000;3.12154
STL;UserID;9000;3.27801
Separate Chaining;UserID;10000;1.72112
Linear Probing;UserID;10000;3.29529
Quadratic Probing;UserID;10000;3.35297
Double Hashing;UserID;10000;3.354
STL;UserID;10000;4.45804
Separate Chaining;UserID;11000;2.01348
Linear Probing;UserID;11000;3.86836
Quadratic Probing;UserID;11000;3.91261
Double Hashing;UserID;11000;3.855
STL;UserID;11000;4.32808
Separate Chaining;UserID;12000;2.18098
Linear Probing;UserID;12000;4.21059
Quadratic Probing;UserID;12000;4.20638
Double Hashing;UserID;12000;4.26587
STL;UserID;12000;4.68512
Separate Chaining;UserID;13000;2.37641
Linear Probing;UserID;13000;4.57794
Quadratic Probing;UserID;13000;4.64241
Double Hashing;UserID;13000;4.70654
STL;UserID;13000;5.01068
Separate Chaining;UserID;14000;2.47763
Linear Probing;UserID;14000;5.11373
Quadratic Probing;UserID;14000;5.11165
Double Hashing;UserID;14000;5.17239
STL;UserID;14000;5.37859
Separate Chaining;UserID;15000;2.7759
Linear Probing;UserID;15000;5.36157
Quadratic Probing;UserID;15000;5.65203
Double Hashing;UserID;15000;5.38863
STL;UserID;15000;5.6673
Separate Chaining;UserID;16000;2.92622
Linear Probing;UserID;16000;5.90361
Quadratic Probing;UserID;16000;5.89312
Double Hashing;UserID;16000;6.02202
STL;UserID;16000;5.92727
Separate Chaining;UserID;17000;3.05726
Linear Probing;UserID;17000;6.48009
Quadratic Probing;UserID;17000;6.32365
Double Hashing;UserID;17000;6.41306
STL;UserID;17000;6.27094
Separate Chaining;UserID;18000;3.24236
Linear Probing;UserID;18000;7.05685
Quadratic Probing;UserID;18000;7.12858
Double Hashing;UserID;18000;7.08958
STL;UserID;18000;6.60519
Separate Chaining;UserID;19000;3.48002
Linear Probing;UserID;19000;7.60914
Quadratic Probing;UserID;19000;7.73407
Double Hashing;UserID;19000;7.79754
STL;UserID;19000;6.93106
Separate Chaining;UserID;20000;3.6016
Linear Probing;UserID;20000;8.47553
Quadratic Probing;UserID;20000;8.42977
Double Hashing;UserID;20000;8.44796
STL;UserID;20000;7.44986
Separate Chaining;UserID;21070;3.96183
Linear Probing;UserID;21070;9.79021
Quadratic Probing;UserID;21070;9.55879
Double Hashing;UserID;21070;9.5811
STL;UserID;21070;7.66004
Separate Chaining;Username;1000;0.331149
Linear Probing;Username;1000;0.477577
Quadratic Probing;Username;1000;0.445111
Double Hashing;Username;1000;0.520612
STL;Username;1000;0.329874
Separate Chaining;Username;2000;0.650519
Linear Probing;Username;2000;0.96912
Quadratic Probing;Username;2000;0.912904
Double Hashing;Username;2000;1.06555
STL;Username;2000;0.720119
Separate Chaining;Username;3000;0.999249
Linear Probing;Username;3000;1.55684
Quadratic Probing;Username;3000;1.40125
Double Hashing;Username;3000;1.6435
STL;Username;3000;1.08928
Separate Chaining;Username;4000;1.36378
Linear Probing;Username;4000;1.98382
Quadratic Probing;Username;4000;2.0001
Double Hashing;Username;4000;2.25927
STL;Username;4000;1.41291
Separate Chaining;Username;5000;1.64168
Linear Probing;Username;5000;2.50193
Quadratic Probing;Username;5000;3.03018
Double Hashing;Username;5000;3.29485
STL;Username;5000;1.90476
Separate Chaining;Username;6000;1.93891
Linear Probing;Username;6000;3.05838
Quadratic Probing;Username;6000;3.08346
Double Hashing;Username;6000;3.61421
STL;Username;6000;2.20122
Separate Chaining;Username;7000;2.2993
Linear Probing;Username;7000;3.68451
Quadratic Probing;Username;7000;3.67106
Double Hashing;Username;7000;4.41234
STL;Username;7000;2.41847
Separate Chaining;Username;8000;2.58127
Linear Probing;Username;8000;4.19829
Quadratic Probing;Username;8000;4.11532
Double Hashing;Username;8000;4.96139
STL;Username;8000;2.74249
Separate Chaining;Username;9000;2.89788
Linear Probing;Username;9000;4.68058
Quadratic Probing;Username;9000;4.70541
Double Hashing;Username;9000;5.74357
STL;Username;9000;3.06064
Separate Chaining;Username;10000;3.23233
Linear Probing;Username;10000;5.24406
Quadratic Probing;Username;10000;5.27909
Double Hashing;Username;10000;6.38246
STL;Username;10000;3.40171
Separate Chaining;Username;11000;3.44557
Linear Probing;Username;11000;5.71028
Quadratic Probing;Username;11000;5.64746
Double Hashing;Username;11000;6.9407
STL;Username;11000;3.9536
Separate Chaining;Username;12000;3.79849
Linear Probing;Username;12000;6.41326
Quadratic Probing;Username;12000;6.31909
Double Hashing;Username;12000;7.75434
STL;Username;12000;4.25983
Separate Chaining;Username;13000;4.0833
Linear Probing;Username;13000;6.78126
Quadratic Probing;Username;13000;6.82739
Double Hashing;Username;13000;8.54086
STL;Username;13000;4.71656
Separate Chaining;Username;14000;4.59774
Linear Probing;Username;14000;7.67625
Quadratic Probing;Username;14000;7.69755
Double Hashing;Username;14000;9.14427
STL;Username;14000;5.08939
Separate Chaining;Username;15000;4.91505
Linear Probing;Username;15000;8.08149
Quadratic Probing;Username;15000;8.0827
Double Hashing;Username;15000;9.78328
STL;Username;15000;5.57694
Separate Chaining;Username;16000;5.18452
Linear Probing;Username;16000;8.94091
Quadratic Probing;Username;16000;8.97837
Double Hashing;Username;16000;10.7296
STL;Username;16000;5.68469
Separate Chaining;Username;17000;5.35482
Linear Probing;Username;17000;9.45481
Quadratic Probing;Username;17000;9.38227
Double Hashing;Username;17000;11.3593
STL;Username;17000;5.94148
Separate Chaining;Username;18000;5.81348
Linear Probing;Username;18000;10.3568
Quadratic Probing;Username;18000;10.2443
Double Hashing;Username;18000;12.5788
STL;Username;18000;6.86221
Separate Chaining;Username;19000;6.14993
Linear Probing;Username;19000;11.177
Quadratic Probing;Username;19000;11.2717
Double Hashing;Username;19000;13.5578
STL;Username;19000;6.75876
Separate Chaining;Username;20000;6.81924
Linear Probing;Username;20000;12.661
Quadratic Probing;Username;20000;12.676
Double Hashing;Username;20000;14.8423
STL;Username;20000;7.03056
Separate Chaining;Username;21070;6.88715
Linear Probing;Username;21070;13.8487
Quadratic Probing;Username;21070;13.7577
Double Hashing;Username;21070;15.9772
STL;Username;21070;7.38296
Separate Chaining;UserID;1000;0.198191
Linear Probing;UserID;1000;0.29912
Quadratic Probing;UserID;1000;0.279594
Double Hashing;UserID;1000;0.250617
STL;UserID;1000;0.348022
Separate Chaining;UserID;2000;0.383449
Linear Probing;UserID;2000;0.593746
Quadratic Probing;UserID;2000;0.554522
Double Hashing;UserID;2000;0.572397
STL;UserID;2000;0.697187
Separate Chaining;UserID;3000;0.538981
Linear Probing;UserID;3000;0.918459
Quadratic Probing;UserID;3000;0.862855
Double Hashing;UserID;3000;0.782868
STL;UserID;3000;1.14737
Separate Chaining;UserID;4000;0.713508
Linear Probing;UserID;4000;1.32284
Quadratic Probing;UserID;4000;1.21444
Double Hashing;UserID;4000;1.10667
STL;UserID;4000;1.38977
Separate Chaining;UserID;5000;0.884814
Linear Probing;UserID;5000;1.59309
Quadratic Probing;UserID;5000;1.62052
Double Hashing;UserID;5000;1.46977
STL;UserID;5000;1.77261
Separate Chaining;UserID;6000;1.12151
Linear Probing;UserID;6000;1.90187
Quadratic Probing;UserID;6000;1.92071
Double Hashing;UserID;6000;1.81643
STL;UserID;6000;2.27359
Separate Chaining;UserID;7000;1.25302
Linear Probing;UserID;7000;2.31653
Quadratic Probing;UserID;7000;2.34539
Double Hashing;UserID;7000;2.3093
STL;UserID;7000;2.58135
Separate Chaining;UserID;8000;1.48243
Linear Probing;UserID;8000;2.61793
Quadratic Probing;UserID;8000;2.66392
Double Hashing;UserID;8000;2.63573
STL;UserID;8000;2.86213
Separate Chaining;UserID;9000;1.58522
Linear Probing;UserID;9000;3.01121
Quadratic Probing;UserID;9000;3.01834
Double Hashing;UserID;9000;2.96222
STL;UserID;9000;3.21946
Separate Chaining;UserID;10000;1.72527
Linear Probing;UserID;10000;3.32805
Quadratic Probing;UserID;10000;3.34751
Double Hashing;UserID;10000;3.35846
STL;UserID;10000;3.61015
Separate Chaining;UserID;11000;1.97549
Linear Probing;UserID;11000;3.81008
Quadratic Probing;UserID;11000;3.849
Double Hashing;UserID;11000;3.91271
