Tipo de Mapa;Clave;Número de Elementos;Tiempo
Linear Probing;Username;14000;7.46835
Quadratic Probing;Username;14000;7.42513
Double Hashing;Username;14000;9.05164
STL;Username;14000;5.0047
Separate Chaining;Username;15000;4.88029
Linear Probing;Username;15000;8.34978
Quadratic Probing;Username;15000;8.43809
Double Hashing;Username;15000;10.0892
STL;Username;15000;5.33999
Separate Chaining;Username;16000;5.12835
Linear Probing;Username;16000;8.86034
Quadratic Probing;Username;16000;8.82076
Double Hashing;Username;16000;10.5582
STL;Username;16000;5.6892
Separate Chaining;Username;17000;5.39327
Linear Probing;Username;17000;9.47878
Quadratic Probing;Username;17000;9.38626
Double Hashing;Username;17000;11.4007
STL;Username;17000;5.95698
Separate Chaining;Username;18000;5.70913
Linear Probing;Username;18000;10.4378
Quadratic Probing;Username;18000;10.288
Double Hashing;Username;18000;12.2038
STL;Username;18000;6.21315
Separate Chaining;Username;19000;6.21246
Linear Probing;Username;19000;11.4316
Quadratic Probing;Username;19000;11.3402
Double Hashing;Username;19000;13.6538
STL;Username;19000;6.54291
Separate Chaining;Username;20000;6.49642
Linear Probing;Username;20000;12.7104
Quadratic Probing;Username;20000;12.334
Double Hashing;Username;20000;14.4429
STL;Username;20000;7.02617
Separate Chaining;Username;21070;6.80035
Linear Probing;Username;21070;14.2257
Quadratic Probing;Username;21070;13.6812
Double Hashing;Username;21070;16.2529
STL;Username;21070;7.39476
Separate Chaining;UserID;1000;0.198383
Linear Probing;UserID;1000;0.303058
Quadratic Probing;UserID;1000;0.277161
Double Hashing;UserID;1000;0.258241
STL;UserID;1000;0.424717
Separate Chaining;UserID;2000;0.385085
Linear Probing;UserID;2000;0.652477
Quadratic Probing;UserID;2000;0.571613
Double Hashing;UserID;2000;0.527243
STL;UserID;2000;0.713087
Separate Chaining;UserID;3000;0.553775
Linear Probing;UserID;3000;1.02717
Quadratic Probing;UserID;3000;0.877377
Double Hashing;UserID;3000;0.814753
STL;UserID;3000;1.11295
Separate Chaining;UserID;4000;0.742723
Linear Probing;UserID;4000;1.27135
Quadratic Probing;UserID;4000;1.21264
Double Hashing;UserID;4000;1.20752
STL;UserID;4000;1.4267
Separate Chaining;UserID;5000;0.979749
Linear Probing;UserID;5000;1.60664
Quadratic Probing;UserID;5000;1.59293
Double Hashing;UserID;5000;1.50437
STL;UserID;5000;1.75675
Separate Chaining;UserID;6000;1.29093
Linear Probing;UserID;6000;2.12532
Quadratic Probing;UserID;6000;2.1921
Double Hashing;UserID;6000;2.09003
STL;UserID;6000;2.32258
Separate Chaining;UserID;7000;1.2428
Linear Probing;UserID;7000;2.34389
Quadratic Probing;UserID;7000;2.29161
Double Hashing;UserID;7000;2.31054
STL;UserID;7000;2.57941
Separate Chaining;UserID;8000;1.41049
Linear Probing;UserID;8000;2.67624
Quadratic Probing;UserID;8000;2.6068
Double Hashing;UserID;8000;2.69473
STL;UserID;8000;2.95465
Separate Chaining;UserID;9000;1.59871
Linear Probing;UserID;9000;3.10282
Quadratic Probing;UserID;9000;3.14267
Double Hashing;UserID;9000;3.12616
STL;UserID;9000;3.30225
Separate Chaining;UserID;10000;1.82322
Linear Probing;UserID;10000;3.46139
Quadratic Probing;UserID;10000;3.46446
Double Hashing;UserID;10000;3.54597
STL;UserID;10000;3.61394
Separate Chaining;UserID;11000;1.99993
Linear Probing;UserID;11000;3.8337
Quadratic Probing;UserID;11000;3.88188
Double Hashing;UserID;11000;3.9142
STL;UserID;11000;4.38035
Separate Chaining;UserID;12000;2.12637
Linear Probing;UserID;12000;4.21361
Quadratic Probing;UserID;12000;4.31145
Double Hashing;UserID;12000;4.31771
STL;UserID;12000;4.76723
Separate Chaining;UserID;13000;2.31347
Linear Probing;UserID;13000;4.64251
Quadratic Probing;UserID;13000;4.52773
Double Hashing;UserID;13000;4.61835
STL;UserID;13000;5.0306
Separate Chaining;UserID;14000;2.54091
Linear Probing;UserID;14000;4.95819
Quadratic Probing;UserID;14000;5.08276
Double Hashing;UserID;14000;5.18967
STL;UserID;14000;5.33181
Separate Chaining;UserID;15000;2.81725
Linear Probing;UserID;15000;5.43234
Quadratic Probing;UserID;15000;5.44601
Double Hashing;UserID;15000;5.77561
STL;UserID;15000;5.70036
Separate Chaining;UserID;16000;2.92283
Linear Probing;UserID;16000;5.92084
Quadratic Probing;UserID;16000;6.033
Double Hashing;UserID;16000;6.07977
STL;UserID;16000;6.07383
Separate Chaining;UserID;17000;3.14042
Linear Probing;UserID;17000;6.32662
Quadratic Probing;UserID;17000;6.35715
Double Hashing;UserID;17000;6.41423
STL;UserID;17000;6.27649
Separate Chaining;UserID;18000;3.22591
Linear Probing;UserID;18000;6.96166
Quadratic Probing;UserID;18000;7.14491
Double Hashing;UserID;18000;6.88732
STL;UserID;18000;6.60286
Separate Chaining;UserID;19000;3.43636
Linear Probing;UserID;19000;7.63392
Quadratic Probing;UserID;19000;7.88684
Double Hashing;UserID;19000;7.75074
STL;UserID;19000;7.06867
Separate Chaining;UserID;20000;3.65029
Linear Probing;UserID;20000;8.63927
Quadratic Probing;UserID;20000;8.45358
Double Hashing;UserID;20000;8.33863
STL;UserID;20000;7.22435
Separate Chaining;UserID;21070;4.68572
Linear Probing;UserID;21070;10.1071
Quadratic Probing;UserID;21070;9.88051
Double Hashing;UserID;21070;9.90254
STL;UserID;21070;7.74641
Separate Chaining;Username;1000;0.341875
Linear Probing;Username;1000;0.486895
Quadratic Probing;Username;1000;0.450186
Double Hashing;Username;1000;0.533685
STL;Username;1000;0.334066
Separate Chaining;Username;2000;0.73673
Linear Probing;Username;2000;0.945985
Quadratic Probing;Username;2000;0.904718
Double Hashing;Username;2000;1.0717
STL;Username;2000;0.745916
Separate Chaining;Username;3000;0.994141
Linear Probing;Username;3000;1.4915
Quadratic Probing;Username;3000;1.47964
Double Hashing;Username;3000;1.66156
STL;Username;3000;1.09021
Separate Chaining;Username;4000;1.30291
Linear Probing;Username;4000;2.00148
Quadratic Probing;Username;4000;1.89698
Double Hashing;Username;4000;2.33672
STL;Username;4000;1.34326
Separate Chaining;Username;5000;1.59039
Linear Probing;Username;5000;2.48465
Quadratic Probing;Username;5000;2.45745
Double Hashing;Username;5000;2.8722
STL;Username;5000;1.7332
Separate Chaining;Username;6000;1.91576
Linear Probing;Username;6000;2.96895
Quadratic Probing;Username;6000;2.96361
Double Hashing;Username;6000;3.58401
STL;Username;6000;2.09621
Separate Chaining;Username;7000;2.28282
Linear Probing;Username;7000;3.56272
Quadratic Probing;Username;7000;3.48461
Double Hashing;Username;7000;4.25197
STL;Username;7000;2.43564
Separate Chaining;Username;8000;2.59638
Linear Probing;Username;8000;4.02542
Quadratic Probing;Username;8000;4.06051
Double Hashing;Username;8000;4.91858
STL;Username;8000;2.78285
Separate Chaining;Username;9000;2.89131
Linear Probing;Username;9000;4.48374
Quadratic Probing;Username;9000;4.46014
Double Hashing;Username;9000;5.5236
STL;Username;9000;3.06906
Separate Chaining;Username;10000;3.19884
Linear Probing;Username;10000;5.26274
Quadratic Probing;Username;10000;5.26456
Double Hashing;Username;10000;6.41305
STL;Username;10000;3.44776
Separate Chaining;Username;11000;3.51961
Linear Probing;Username;11000;5.64283
Quadratic Probing;Username;11000;5.76833
Double Hashing;Username;11000;7.78219
STL;Username;11000;4.03411
Separate Chaining;Username;12000;3.85823
Linear Probing;Username;12000;6.23599
Quadratic Probing;Username;12000;6.20824
Double Hashing;Username;12000;7.56539
STL;Username;12000;4.32635
Separate Chaining;Username;13000;4.24663
Linear Probing;Username;13000;6.76886
Quadratic Probing;Username;13000;6.90718
Double Hashing;Username;13000;8.42233
STL;Username;13000;4.6751
Separate Chaining;Username;14000;4.51204
Linear Probing;Username;14000;7.6873
Quadratic Probing;Username;14000;7.63316
Double Hashing;Username;14000;8.99254
STL;Username;14000;4.93921
Separate Chaining;Username;15000;4.84354
Linear Probing;Username;15000;9.1134
Quadratic Probing;Username;15000;8.15337
Double Hashing;Username;15000;9.66048
STL;Username;15000;5.3057
Separate Chaining;Username;16000;5.15465
Linear Probing;Username;16000;8.74716
Quadratic Probing;Username;16000;8.73754
Double Hashing;Username;16000;10.4239
STL;Username;16000;5.64617
Separate Chaining;Username;17000;5.72841
Linear Probing;Username;17000;9.65442
Quadratic Probing;Username;17000;9.57823
Double Hashing;Username;17000;11.5421
STL;Username;17000;6.15105
Separate Chaining;Username;18000;5.91279
Linear Probing;Username;18000;10.6298
Quadratic Probing;Username;18000;10.6769
Double Hashing;Username;18000;12.662
STL;Username;18000;6.34839
Separate Chaining;Username;19000;6.09185
Linear Probing;Username;19000;11.199
Quadratic Probing;Username;19000;11.1285
Double Hashing;Username;19000;13.3109
STL;Username;19000;6.67725
Separate Chaining;Username;20000;6.4386
Linear Probing;Username;20000;12.28
Quadratic Probing;Username;20000;12.5718
Double Hashing;Username;20000;14.3639
STL;Username;20000;6.92662
Separate Chaining;Username;21070;6.76913
Linear Probing;Username;21070;13.8039
Quadratic Probing;Username;21070;13.5893
Double Hashing;Username;21070;15.8965
STL;Username;21070;7.3693
Separate Chaining;UserID;1000;0.198776
Linear Probing;UserID;1000;0.301604
Quadratic Probing;UserID;1000;0.270402
Double Hashing;UserID;1000;0.314779
STL;UserID;1000;0.349427
Separate Chaining;UserID;2000;0.460012
Linear Probing;UserID;2000;0.599592
Quadratic Probing;UserID;2000;0.559957
Double Hashing;UserID;2000;0.510354
STL;UserID;2000;0.696429
Separate Chaining;UserID;3000;0.540139
Linear Probing;UserID;3000;0.926994
Quadratic Probing;UserID;3000;0.926633
Double Hashing;UserID;3000;0.785833
STL;UserID;3000;1.08686
Separate Chaining;UserID;4000;0.796919
Linear Probing;UserID;4000;1.24973
Quadratic Probing;UserID;4000;1.19075
Double Hashing;UserID;4000;1.1013
STL;UserID;4000;1.49187
Separate Chaining;UserID;5000;0.990487
Linear Probing;UserID;5000;1.58926
Quadratic Probing;UserID;5000;1.52968
Double Hashing;UserID;5000;1.52833
STL;UserID;5000;1.71744
Separate Chaining;UserID;6000;1.0789
Linear Probing;UserID;6000;1.99643
Quadratic Probing;UserID;6000;1.95333
Double Hashing;UserID;6000;1.89641
STL;UserID;6000;2.27214
Separate Chaining;UserID;7000;1.23697
Linear Probing;UserID;7000;2.36418
Quadratic Probing;UserID;7000;2.32624
Double Hashing;UserID;7000;2.30319
STL;UserID;7000;2.63121
Separate Chaining;UserID;8000;1.42188
Linear Probing;UserID;8000;2.68498
Quadratic Probing;UserID;8000;2.70147
Double Hashing;UserID;8000;2.59634
STL;UserID;8000;2.98351
Separate Chaining;UserID;9000;1.65861
Linear Probing;UserID;9000;3.09585
Quadratic Probing;UserID;9000;3.06191
Double Hashing;UserID;9000;3.11178
STL;UserID;9000;3.28744
Separate Chaining;UserID;10000;1.76157
Linear Probing;UserID;10000;3.37674
Quadratic Probing;UserID;10000;3.406
Double Hashing;UserID;10000;3.49983
STL;UserID;10000;3.60183
Separate Chaining;UserID;11000;1.98563
Linear Probing;UserID;11000;3.77568
Quadratic Probing;UserID;11000;3.72546
Double Hashing;UserID;11000;3.75534
STL;UserID;11000;4.35678
Separate Chaining;UserID;12000;2.11747
Linear Probing;UserID;12000;4.46697
Quadratic Probing;UserID;12000;4.32504
Double Hashing;UserID;12000;4.47566
STL;UserID;12000;4.89011
Separate Chaining;UserID;13000;2.36739
Linear Probing;UserID;13000;4.60969
Quadratic Probing;UserID;13000;4.68621
Double Hashing;UserID;13000;4.715
STL;UserID;13000;5.04155
Separate Chaining;UserID;14000;2.49179
Linear Probing;UserID;14000;5.03475
Quadratic Probing;UserID;14000;5.09447
Double Hashing;UserID;14000;5.33941
STL;UserID;14000;5.41951
Separate Chaining;UserID;15000;2.74812
Linear Probing;UserID;15000;5.42041
Quadratic Probing;UserID;15000;5.44952
Double Hashing;UserID;15000;5.46941
STL;UserID;15000;5.75405
Separate Chaining;UserID;16000;2.90365
Linear Probing;UserID;16000;6.03557
Quadratic Probing;UserID;16000;5.87806
Double Hashing;UserID;16000;5.96125
STL;UserID;16000;6.05925
Separate Chaining;UserID;17000;3.13696
Linear Probing;UserID;17000;6.33012
Quadratic Probing;UserID;17000;6.31491
Double Hashing;UserID;17000;6.32301
STL;UserID;17000;6.24023
Separate Chaining;UserID;18000;3.25502
Linear Probing;UserID;18000;6.93808
Quadratic Probing;UserID;18000;6.88006
Double Hashing;UserID;18000;7.03662
STL;UserID;18000;6.58216
Separate Chaining;UserID;19000;3.48832
Linear Probing;UserID;19000;7.59873
Quadratic Probing;UserID;19000;7.57202
Double Hashing;UserID;19000;7.58266
STL;UserID;19000;6.9705
Separate Chaining;UserID;20000;3.64958
Linear Probing;UserID;20000;8.53277
Quadratic Probing;UserID;20000;8.48917
Double Hashing;UserID;20000;8.53747
STL;UserID;20000;7.20291
Separate Chaining;UserID;21070;3.86136
Linear Probing;UserID;21070;9.83901
Quadratic Probing;UserID;21070;9.4833
Double Hashing;UserID;21070;9.33494
STL;UserID;21070;7.68461
Separate Chaining;Username;1000;0.416789
Linear Probing;Username;1000;0.460851
Quadratic Probing;Username;1000;0.432627
Double Hashing;Username;1000;0.519168
STL;Username;1000;0.325441
Separate Chaining;Username;2000;0.652442
Linear Probing;Username;2000;1.03921
Quadratic Probing;Username;2000;0.930036
Double Hashing;Username;2000;1.04964
STL;Username;2000;0.651382
Separate Chaining;Username;3000;1.01747
Linear Probing;Username;3000;1.44217
Quadratic Probing;Username;3000;1.34648
Double Hashing;Username;3000;1.69698
STL;Username;3000;1.00685
Separate Chaining;Username;4000;1.27246
Linear Probing;Username;4000;1.91831
Quadratic Probing;Username;4000;1.97574
Double Hashing;Username;4000;2.36657
STL;Username;4000;1.32597
Separate Chaining;Username;5000;1.56389
Linear Probing;Username;5000;2.42649
Quadratic Probing;Username;5000;2.37696
Double Hashing;Username;5000;2.92431
STL;Username;5000;1.63872
Separate Chaining;Username;6000;1.99714
Linear Probing;Username;6000;3.14852
Quadratic Probing;Username;6000;2.9358
Double Hashing;Username;6000;3.62793
STL;Username;6000;2.11923
Separate Chaining;Username;7000;2.15985
Linear Probing;Username;7000;3.51348
Quadratic Probing;Username;7000;3.5216
Double Hashing;Username;7000;4.21154
STL;Username;7000;2.44647
Separate Chaining;Username;8000;2.50555
Linear Probing;Username;8000;4.33776
Quadratic Probing;Username;8000;4.21014
Double Hashing;Username;8000;5.15927
STL;Username;8000;2.7296
Separate Chaining;Username;9000;2.92428
Linear Probing;Username;9000;4.46216
Quadratic Probing;Username;9000;4.5286
Double Hashing;Username;9000;5.51246
STL;Username;9000;3.06097
Separate Chaining;Username;10000;3.18175
Linear Probing;Username;10000;5.29468
Quadratic Probing;Username;10000;5.13692
Double Hashing;Username;10000;6.36599
STL;Username;10000;3.42203
Separate Chaining;Username;11000;3.85274
Linear Probing;Username;11000;5.71782
Quadratic Probing;Username;11000;5.67984
Double Hashing;Username;11000;7.03896
STL;Username;11000;4.01404
Separate Chaining;Username;12000;3.84201
Linear Probing;Username;12000;6.43138
Quadratic Probing;Username;12000;6.42585
Double Hashing;Username;12000;7.78331
STL;Username;12000;4.32277
Separate Chaining;Username;13000;4.14669
Linear Probing;Username;13000;6.74743
Quadratic Probing;Username;13000;6.8438
Double Hashing;Username;13000;8.26424
STL;Username;13000;4.61154
Separate Chaining;Username;14000;4.51893
Linear Probing;Username;14000;7.71867
Quadratic Probing;Username;14000;7.81191
Double Hashing;Username;14000;9.37005
STL;Username;14000;5.07982
Separate Chaining;Username;15000;4.86681
Linear Probing;Username;15000;7.95904
Quadratic Probing;Username;15000;8.08768
Double Hashing;Username;15000;9.72327
STL;Username;15000;5.31945
Separate Chaining;Username;16000;5.05029
Linear Probing;Username;16000;8.90474
Quadratic Probing;Username;16000;8.91574
Double Hashing;Username;16000;10.8155
STL;Username;16000;5.67758
Separate Chaining;Username;17000;5.52663
Linear Probing;Username;17000;9.52485
Quadratic Probing;Username;17000;9.49499
Double Hashing;Username;17000;11.4299
STL;Username;17000;6.03425
Separate Chaining;Username;18000;5.85449
Linear Probing;Username;18000;10.3424
Quadratic Probing;Username;18000;10.3096
Double Hashing;Username;18000;12.1995
STL;Username;18000;6.45149
Separate Chaining;Username;19000;6.19317
Linear Probing;Username;19000;11.2414
Quadratic Probing;Username;19000;11.0807
Double Hashing;Username;19000;14.9444
STL;Username;19000;6.98058
Separate Chaining;Username;20000;6.6064
Linear Probing;Username;20000;12.6916
Quadratic Probing;Username;20000;12.5863
Double Hashing;Username;20000;14.7669
STL;Username;20000;7.04701
Separate Chaining;Username;21070;6.94747
Linear Probing;Username;21070;13.8918
Quadratic Probing;Username;21070;13.7636
Double Hashing;Username;21070;16.3801
STL;Username;21070;7.36226
Separate Chaining;UserID;1000;0.199922
Linear Probing;UserID;1000;0.386136
Quadratic Probing;UserID;1000;0.278115
Double Hashing;UserID;1000;0.257779
STL;UserID;1000;0.356134
Separate Chaining;UserID;2000;0.386041
Linear Probing;UserID;2000;0.611909
Quadratic Probing;UserID;2000;0.571427
Double Hashing;UserID;2000;0.511024
STL;UserID;2000;0.694073
Separate Chaining;UserID;3000;0.585962
Linear Probing;UserID;3000;1.00051
Quadratic Probing;UserID;3000;0.861737
Double Hashing;UserID;3000;0.795447
STL;UserID;3000;1.11707
Separate Chaining;UserID;4000;0.714562
Linear Probing;UserID;4000;1.30437
Quadratic Probing;UserID;4000;1.16907
Double Hashing;UserID;4000;1.17313
STL;UserID;4000;1.39301
Separate Chaining;UserID;5000;1.14414
Linear Probing;UserID;5000;1.62704
Quadratic Probing;UserID;5000;1.58942
Double Hashing;UserID;5000;1.46319
STL;UserID;5000;1.78715
Separate Chaining;UserID;6000;1.09628
Linear Probing;UserID;6000;2.01663
Quadratic Probing;UserID;6000;1.86715
Double Hashing;UserID;6000;1.83774
STL;UserID;6000;2.25134
Separate Chaining;UserID;7000;1.30281
Linear Probing;UserID;7000;2.2381
Quadratic Probing;UserID;7000;2.27129
Double Hashing;UserID;7000;2.21821
STL;UserID;7000;2.61833
Separate Chaining;UserID;8000;1.41507
Linear Probing;UserID;8000;2.74532
Quadratic Probing;UserID;8000;2.71261
Double Hashing;UserID;8000;2.61258
STL;UserID;8000;2.97101
Separate Chaining;UserID;9000;1.58519
Linear Probing;UserID;9000;3.08115
Quadratic Probing;UserID;9000;3.06708
Double Hashing;UserID;9000;3.00285
STL;UserID;9000;3.27129
Separate Chaining;UserID;10000;1.80237
Linear Probing;UserID;10000;3.41112
Quadratic Probing;UserID;10000;3.4598
Double Hashing;UserID;10000;3.50051
STL;UserID;10000;3.62967
Separate Chaining;UserID;11000;1.99388
Linear Probing;UserID;11000;3.79135
Quadratic Probing;UserID;11000;3.83722
Double Hashing;UserID;11000;3.88894
STL;UserID;11000;4.31803
Separate Chaining;UserID;12000;2.07585
Linear Probing;UserID;12000;4.18273
Quadratic Probing;UserID;12000;4.20194
Double Hashing;UserID;12000;4.27131
STL;UserID;12000;4.78205
Separate Chaining;UserID;13000;2.32245
Linear Probing;UserID;13000;4.6049
Quadratic Probing;UserID;13000;4.64414
Double Hashing;UserID;13000;4.5962
STL;UserID;13000;4.95654
Separate Chaining;UserID;14000;2.475
Linear Probing;UserID;14000;4.86579
Quadratic Probing;UserID;14000;4.93736
Double Hashing;UserID;14000;4.9784
STL;UserID;14000;5.26153
Separate Chaining;UserID;15000;2.6353
Linear Probing;UserID;15000;5.44717
Quadratic Probing;UserID;15000;5.37712
Double Hashing;UserID;15000;5.45855
STL;UserID;15000;5.6365
Separate Chaining;UserID;16000;2.85029
Linear Probing;UserID;16000;5.87776
Quadratic Probing;UserID;16000;5.85242
Double Hashing;UserID;16000;6.59471
STL;UserID;16000;6.49488
Separate Chaining;UserID;17000;3.06657
Linear Probing;UserID;17000;6.23414
Quadratic Probing;UserID;17000;6.36155
Double Hashing;UserID;17000;6.38769
STL;UserID;17000;6.29254
Separate Chaining;UserID;18000;3.26343
Linear Probing;UserID;18000;6.99545
Quadratic Probing;UserID;18000;7.19109
Double Hashing;UserID;18000;7.36073
STL;UserID;18000;6.73369
Separate Chaining;UserID;19000;3.45472
Linear Probing;UserID;19000;7.58322
Quadratic Probing;UserID;19000;7.51894
Double Hashing;UserID;19000;7.62075
STL;UserID;19000;6.98672
Separate Chaining;UserID;20000;3.66663
Linear Probing;UserID;20000;8.61523
Quadratic Probing;UserID;20000;8.74528
Double Hashing;UserID;20000;8.52242
STL;UserID;20000;7.25825
Separate Chaining;UserID;21070;3.85128
Linear Probing;UserID;21070;9.84434
Quadratic Probing;UserID;21070;9.3658
Double Hashing;UserID;21070;9.27931
STL;UserID;21070;7.67045
Separate Chaining;Username;1000;0.396774
Linear Probing;Username;1000;0.475611
Quadratic Probing;Username;1000;0.439641
Double Hashing;Username;1000;0.557268
STL;Username;1000;0.328305
Separate Chaining;Username;2000;0.647801
Linear Probing;Username;2000;0.973158
Quadratic Probing;Username;2000;1.00345
Double Hashing;Username;2000;1.08213
STL;Username;2000;0.649772
Separate Chaining;Username;3000;1.02372
Linear Probing;Username;3000;1.46499
Quadratic Probing;Username;3000;1.36341
Double Hashing;Username;3000;1.67786
STL;Username;3000;1.01671
Separate Chaining;Username;4000;1.29223
Linear Probing;Username;4000;1.90792
Quadratic Probing;Username;4000;2.00509
Double Hashing;Username;4000;2.31129
STL;Username;4000;1.31517
Separate Chaining;Username;5000;1.59399
Linear Probing;Username;5000;2.46531
Quadratic Probing;Username;5000;2.34411
Double Hashing;Username;5000;2.88386
STL;Username;5000;1.6303
Separate Chaining;Username;6000;1.92219
Linear Probing;Username;6000;2.95177
Quadratic Probing;Username;6000;2.97718
Double Hashing;Username;6000;3.54732
STL;Username;6000;2.14111
Separate Chaining;Username;7000;2.20323
Linear Probing;Username;7000;3.5547
Quadratic Probing;Username;7000;3.52927
Double Hashing;Username;7000;4.2731
STL;Username;7000;2.46791
Separate Chaining;Username;8000;2.55896
Linear Probing;Username;8000;4.11174
Quadratic Probing;Username;8000;4.10135
Double Hashing;Username;8000;4.95074
STL;Username;8000;2.77051
Separate Chaining;Username;9000;2.92652
Linear Probing;Username;9000;4.60315
Quadratic Probing;Username;9000;4.69821
Double Hashing;Username;9000;5.63161
STL;Username;9000;3.11796
Separate Chaining;Username;10000;3.15596
Linear Probing;Username;10000;5.22423
Quadratic Probing;Username;10000;5.15429
Double Hashing;Username;10000;6.29165
STL;Username;10000;3.31263
Separate Chaining;Username;11000;3.37845
Linear Probing;Username;11000;5.66383
Quadratic Probing;Username;11000;5.69867
Double Hashing;Username;11000;6.89875
STL;Username;11000;3.89422
Separate Chaining;Username;12000;3.88502
Linear Probing;Username;12000;6.44296
Quadratic Probing;Username;12000;7.3235
Double Hashing;Username;12000;8.05643
STL;Username;12000;4.38216
Separate Chaining;Username;13000;4.19739
Linear Probing;Username;13000;6.86658
Quadratic Probing;Username;13000;6.97639
Double Hashing;Username;13000;8.36584
STL;Username;13000;4.68469
Separate Chaining;Username;14000;4.51225
Linear Probing;Username;14000;7.47101
Quadratic Probing;Username;14000;7.4612
Double Hashing;Username;14000;9.09463
STL;Username;14000;4.9613
Separate Chaining;Username;15000;4.8099
Linear Probing;Username;15000;8.12529
Quadratic Probing;Username;15000;8.4191
Double Hashing;Username;15000;9.82831
STL;Username;15000;5.29448
Separate Chaining;Username;16000;5.26863
Linear Probing;Username;16000;9.00627
Quadratic Probing;Username;16000;9.0102
Double Hashing;Username;16000;10.706
STL;Username;16000;5.69945
Separate Chaining;Username;17000;5.47552
Linear Probing;Username;17000;9.79331
Quadratic Probing;Username;17000;9.7935
Double Hashing;Username;17000;11.7341
STL;Username;17000;5.9997
Separate Chaining;Username;18000;5.89843
Linear Probing;Username;18000;10.4772
Quadratic Probing;Username;18000;10.5301
Double Hashing;Username;18000;12.4097
STL;Username;18000;6.31115
Separate Chaining;Username;19000;6.21963
Linear Probing;Username;19000;11.3429
Quadratic Probing;Username;19000;11.1298
Double Hashing;Username;19000;13.1304
STL;Username;19000;6.63706
Separate Chaining;Username;20000;6.49899
Linear Probing;Username;20000;12.2886
Quadratic Probing;Username;20000;12.1199
Double Hashing;Username;20000;14.3811
STL;Username;20000;6.92167
Separate Chaining;Username;21070;6.89929
Linear Probing;Username;21070;13.8989
Quadratic Probing;Username;21070;13.6263
Double Hashing;Username;21070;16.1191
STL;Username;21070;7.36382
Separate Chaining;UserID;1000;0.204684
Linear Probing;UserID;1000;0.383482
Quadratic Probing;UserID;1000;0.346166
Double Hashing;UserID;1000;0.279343
STL;UserID;1000;0.694797
Separate Chaining;UserID;2000;0.484693
Linear Probing;UserID;2000;0.643029
Quadratic Probing;UserID;2000;0.577734
Double Hashing;UserID;2000;0.517152
STL;UserID;2000;0.699315
Separate Chaining;UserID;3000;0.541684
Linear Probing;UserID;3000;0.986841
Quadratic Probing;UserID;3000;0.85875
Double Hashing;UserID;3000;0.787753
STL;UserID;3000;1.08983
Separate Chaining;UserID;4000;0.750238
Linear Probing;UserID;4000;1.27843
Quadratic Probing;UserID;4000;1.18402
Double Hashing;UserID;4000;1.15218
STL;UserID;4000;1.39512
Separate Chaining;UserID;5000;0.891904
Linear Probing;UserID;5000;1.57261
Quadratic Probing;UserID;5000;1.63583
Double Hashing;UserID;5000;1.45174
STL;UserID;5000;1.75084
Separate Chaining;UserID;6000;1.06927
Linear Probing;UserID;6000;1.96737
Quadratic Probing;UserID;6000;1.8601
Double Hashing;UserID;6000;2.07652
STL;UserID;6000;2.30614
Separate Chaining;UserID;7000;1.33281
Linear Probing;UserID;7000;2.31024
Quadratic Probing;UserID;7000;2.36738
Double Hashing;UserID;7000;2.21995
STL;UserID;7000;2.75967
Separate Chaining;UserID;8000;1.66321
Linear Probing;UserID;8000;2.66601
Quadratic Probing;UserID;8000;2.72803
Double Hashing;UserID;8000;2.70679
STL;UserID;8000;2.89336
Separate Chaining;UserID;9000;1.59229
Linear Probing;UserID;9000;3.04405
Quadratic Probing;UserID;9000;3.05029
Double Hashing;UserID;9000;3.01658
STL;UserID;9000;3.30366
Separate Chaining;UserID;10000;1.7477
Linear Probing;UserID;10000;3.43626
Quadratic Probing;UserID;10000;3.5207
Double Hashing;UserID;10000;3.52498
STL;UserID;10000;3.62873
Separate Chaining;UserID;11000;1.93268
Linear Probing;UserID;11000;3.78304
Quadratic Probing;UserID;11000;3.8034
Double Hashing;UserID;11000;3.8727
STL;UserID;11000;4.3686
Separate Chaining;UserID;12000;2.19086
Linear Probing;UserID;12000;4.21209
Quadratic Probing;UserID;12000;4.27238
Double Hashing;UserID;12000;4.35329
STL;UserID;12000;4.71526
Separate Chaining;UserID;13000;2.3417
Linear Probing;UserID;13000;4.4762
Quadratic Probing;UserID;13000;4.55275
Double Hashing;UserID;13000;4.60648
STL;UserID;13000;5.08618
Separate Chaining;UserID;14000;2.46265
Linear Probing;UserID;14000;4.93593
Quadratic Probing;UserID;14000;4.88303
Double Hashing;UserID;14000;4.93131
STL;UserID;14000;5.26764
Separate Chaining;UserID;15000;2.7416
Linear Probing;UserID;15000;5.25321
Quadratic Probing;UserID;15000;5.39244
Double Hashing;UserID;15000;5.43718
STL;UserID;15000;5.61789
Separate Chaining;UserID;16000;2.80256
Linear Probing;UserID;16000;5.96986
Quadratic Probing;UserID;16000;5.87425
Double Hashing;UserID;16000;6.20481
STL;UserID;16000;5.92992
Separate Chaining;UserID;17000;3.02612
Linear Probing;UserID;17000;6.45069
Quadratic Probing;UserID;17000;6.6411
Double Hashing;UserID;17000;6.52012
STL;UserID;17000;6.23794
Separate Chaining;UserID;18000;3.25135
Linear Probing;UserID;18000;6.98112
Quadratic Probing;UserID;18000;7.09292
Double Hashing;UserID;18000;7.0374
STL;UserID;18000;6.59266
Separate Chaining;UserID;19000;3.41271
Linear Probing;UserID;19000;7.65407
Quadratic Probing;UserID;19000;7.50502
